0,trainLoss,trainRMSE-avg,testRMSE-avg
1,57047.27,168.1151,69.6597
2,56128.32,168.118,69.7094
3,55334.56,168.13,69.6906
4,54493.59,168.1166,69.6966
5,53679.82,168.1212,69.7175
6,52912.39,168.12,69.7075
7,52153.56,168.1182,69.7307
8,51431.83,168.1151,69.7087
9,50754.71,168.1118,69.7091
