0,trainLoss,trainRMSE-avg,testRMSE-avg
1,60423.66,159.636,57.7471
2,53891.89,159.6416,57.7763
3,52889.36,159.6405,57.7435
4,52495.34,159.6403,57.7404
5,52210.65,159.6424,57.7472
6,51967.64,159.6417,57.752
7,51720.16,159.6457,57.7402
8,51473.78,159.6431,57.7467
9,51235.63,159.6441,57.7502
