0,trainLoss,trainRMSE-avg,testRMSE-avg
1,121176.28,255.6286,135.9296
2,114914.74,255.6384,135.9023
3,111404.21,255.6518,135.9433
4,109664.12,255.6851,135.9161
5,108672.09,255.6756,135.9555
6,107847.68,255.6903,136.0727
7,107163.2,255.6484,135.9523
8,106595.8,255.6402,135.9371
9,106121.63,255.6438,135.9692
