420.0,240.0,180.0,240.0,560.0,410.0,420.0,260.0,130.0,210.0,50.0,20.0
240.0,180.0,240.0,560.0,410.0,420.0,260.0,130.0,210.0,50.0,20.0,20.0
180.0,240.0,560.0,410.0,420.0,260.0,130.0,210.0,50.0,20.0,20.0,30.0
240.0,560.0,410.0,420.0,260.0,130.0,210.0,50.0,20.0,20.0,30.0,30.0
560.0,410.0,420.0,260.0,130.0,210.0,50.0,20.0,20.0,30.0,30.0,70.0
410.0,420.0,260.0,130.0,210.0,50.0,20.0,20.0,30.0,30.0,70.0,10.0
420.0,260.0,130.0,210.0,50.0,20.0,20.0,30.0,30.0,70.0,10.0,230.0
260.0,130.0,210.0,50.0,20.0,20.0,30.0,30.0,70.0,10.0,230.0,140.0
130.0,210.0,50.0,20.0,20.0,30.0,30.0,70.0,10.0,230.0,140.0,240.0
210.0,50.0,20.0,20.0,30.0,30.0,70.0,10.0,230.0,140.0,240.0,260.0
50.0,20.0,20.0,30.0,30.0,70.0,10.0,230.0,140.0,240.0,260.0,200.0
20.0,20.0,30.0,30.0,70.0,10.0,230.0,140.0,240.0,260.0,200.0,180.0
20.0,30.0,30.0,70.0,10.0,230.0,140.0,240.0,260.0,200.0,180.0,220.0
30.0,30.0,70.0,10.0,230.0,140.0,240.0,260.0,200.0,180.0,220.0,550.0
30.0,70.0,10.0,230.0,140.0,240.0,260.0,200.0,180.0,220.0,550.0,240.0
70.0,10.0,230.0,140.0,240.0,260.0,200.0,180.0,220.0,550.0,240.0,270.0
10.0,230.0,140.0,240.0,260.0,200.0,180.0,220.0,550.0,240.0,270.0,450.0
230.0,140.0,240.0,260.0,200.0,180.0,220.0,550.0,240.0,270.0,450.0,420.0
140.0,240.0,260.0,200.0,180.0,220.0,550.0,240.0,270.0,450.0,420.0,340.0
240.0,260.0,200.0,180.0,220.0,550.0,240.0,270.0,450.0,420.0,340.0,240.0
260.0,200.0,180.0,220.0,550.0,240.0,270.0,450.0,420.0,340.0,240.0,200.0
200.0,180.0,220.0,550.0,240.0,270.0,450.0,420.0,340.0,240.0,200.0,290.0
180.0,220.0,550.0,240.0,270.0,450.0,420.0,340.0,240.0,200.0,290.0,70.0
220.0,550.0,240.0,270.0,450.0,420.0,340.0,240.0,200.0,290.0,70.0,70.0
550.0,240.0,270.0,450.0,420.0,340.0,240.0,200.0,290.0,70.0,70.0,30.0
240.0,270.0,450.0,420.0,340.0,240.0,200.0,290.0,70.0,70.0,30.0,30.0
270.0,450.0,420.0,340.0,240.0,200.0,290.0,70.0,70.0,30.0,30.0,20.0
450.0,420.0,340.0,240.0,200.0,290.0,70.0,70.0,30.0,30.0,20.0,10.0
420.0,340.0,240.0,200.0,290.0,70.0,70.0,30.0,30.0,20.0,10.0,10.0
340.0,240.0,200.0,290.0,70.0,70.0,30.0,30.0,20.0,10.0,10.0,10.0
240.0,200.0,290.0,70.0,70.0,30.0,30.0,20.0,10.0,10.0,10.0,50.0
200.0,290.0,70.0,70.0,30.0,30.0,20.0,10.0,10.0,10.0,50.0,90.0
290.0,70.0,70.0,30.0,30.0,20.0,10.0,10.0,10.0,50.0,90.0,310.0
70.0,70.0,30.0,30.0,20.0,10.0,10.0,10.0,50.0,90.0,310.0,270.0
70.0,30.0,30.0,20.0,10.0,10.0,10.0,50.0,90.0,310.0,270.0,200.0
30.0,30.0,20.0,10.0,10.0,10.0,50.0,90.0,310.0,270.0,200.0,800.0
30.0,20.0,10.0,10.0,10.0,50.0,90.0,310.0,270.0,200.0,800.0,210.0
20.0,10.0,10.0,10.0,50.0,90.0,310.0,270.0,200.0,800.0,210.0,350.0
10.0,10.0,10.0,50.0,90.0,310.0,270.0,200.0,800.0,210.0,350.0,250.0
10.0,10.0,50.0,90.0,310.0,270.0,200.0,800.0,210.0,350.0,250.0,280.0
10.0,50.0,90.0,310.0,270.0,200.0,800.0,210.0,350.0,250.0,280.0,320.0
50.0,90.0,310.0,270.0,200.0,800.0,210.0,350.0,250.0,280.0,320.0,340.0
90.0,310.0,270.0,200.0,800.0,210.0,350.0,250.0,280.0,320.0,340.0,190.0
310.0,270.0,200.0,800.0,210.0,350.0,250.0,280.0,320.0,340.0,190.0,170.0
270.0,200.0,800.0,210.0,350.0,250.0,280.0,320.0,340.0,190.0,170.0,120.0
200.0,800.0,210.0,350.0,250.0,280.0,320.0,340.0,190.0,170.0,120.0,140.0
800.0,210.0,350.0,250.0,280.0,320.0,340.0,190.0,170.0,120.0,140.0,110.0
210.0,350.0,250.0,280.0,320.0,340.0,190.0,170.0,120.0,140.0,110.0,80.0
350.0,250.0,280.0,320.0,340.0,190.0,170.0,120.0,140.0,110.0,80.0,50.0
250.0,280.0,320.0,340.0,190.0,170.0,120.0,140.0,110.0,80.0,50.0,30.0
280.0,320.0,340.0,190.0,170.0,120.0,140.0,110.0,80.0,50.0,30.0,30.0
320.0,340.0,190.0,170.0,120.0,140.0,110.0,80.0,50.0,30.0,30.0,10.0
340.0,190.0,170.0,120.0,140.0,110.0,80.0,50.0,30.0,30.0,10.0,70.0
190.0,170.0,120.0,140.0,110.0,80.0,50.0,30.0,30.0,10.0,70.0,0.0
