iteration,trainRMSE
0,"[280.42542464865124, 280.4706058342148, 280.52546143092025, 280.5687510424527, 280.5589551792036, 280.58630843497116, 280.5596991198147, 280.5371388297661, 280.4914587186086, 280.2801128431782, 280.2320901551715, 280.07265620265724]"
10,"[242.22103703725625, 240.95195655619503, 240.75150007901703, 240.70643321530224, 240.67474041672315, 240.67341940238103, 240.6501944603723, 240.6267160543849, 240.59740930390421, 240.41174559938128, 240.38153695995558, 240.25117461043453]"
20,"[235.43190375946267, 234.95708419640923, 234.8856454042373, 234.87392482289232, 234.85819356425586, 234.86067697346786, 234.84358308889853, 234.82516472826956, 234.8022173682364, 234.62650430031843, 234.60289745621427, 234.4819579114996]"
30,"[230.4979266228843, 229.92715637581202, 229.83786795390031, 229.82190897569802, 229.8109656329716, 229.81398764310097, 229.80254697303934, 229.78941333782387, 229.7733214706056, 229.60895973540184, 229.59258550553295, 229.48221299925058]"
40,"[226.11663720011072, 225.63764160796882, 225.56766060426685, 225.55527179758533, 225.55190849741646, 225.55636688180786, 225.55150469479477, 225.54435373682398, 225.53588853236988, 225.38467186792406, 225.37627768843004, 225.27798925404954]"
50,"[222.58597343581505, 222.30259675745106, 222.26186561882048, 222.2529395327752, 222.25711601428986, 222.26272614679698, 222.26483099672086, 222.26410406613866, 222.26389378494068, 222.1277121184546, 222.1279986746942, 222.0433246401447]"
60,"[219.72383645467616, 219.723483908766, 219.70461099628025, 219.6776436710471, 219.6728197106895, 219.67206875201785, 219.6950221487717, 219.71977802955766, 219.7586788313203, 219.66608965330803, 219.6930794414282, 219.64313466364624]"
70,"[218.72897218057295, 218.55286089315732, 218.32037269612582, 218.2526153051904, 218.31213320893835, 218.43994224575778, 218.5993050123827, 218.74300556621645, 218.85734736342525, 218.78050160279616, 218.7646151046949, 218.61334895405042]"
80,"[216.41924534053146, 217.10949469213546, 217.2613676939969, 217.50919387677772, 217.7467478331808, 218.00459669750376, 218.1855807263808, 218.3343348317113, 218.44200962425685, 218.4232872385259, 218.5338226531662, 218.55761188033776]"
90,"[215.4388800026465, 215.87144921829287, 216.00759714344989, 216.18231300741402, 216.39336571840488, 216.63871235979866, 216.82839326441254, 217.0294464828546, 217.27507995721308, 217.43171602564175, 217.72327690396293, 217.89530988471793]"
100,"[216.47826075301893, 216.07496610501667, 215.84399065382104, 215.86311652389173, 215.8948112728352, 216.11262758722614, 216.27769171301176, 216.52892829608396, 216.80313997118145, 216.93866370405536, 217.1876484730973, 217.3190911023028]"
110,"[211.89481425184312, 212.07801383104717, 212.06099098069274, 212.15591647539003, 212.21998280538403, 212.36657682105172, 212.67306351995984, 213.05136573936892, 213.48242060589698, 213.90908652739867, 214.4441031750974, 214.9307255176002]"
120,"[208.06979924639344, 209.37317112292195, 209.09339161506153, 208.7255095373524, 208.58457306377989, 208.8356176918539, 209.2193885826142, 209.81033728207453, 210.4790811258244, 211.13428954178931, 211.91091002049598, 212.6383055910879]"
130,"[200.71410399428433, 200.74624597148048, 201.46075290235692, 201.96048179565037, 201.86498743188955, 202.32351906070966, 203.06927341957345, 203.97272756937195, 204.8505456770029, 205.62918739782836, 206.78109638904232, 208.28889725329117]"
140,"[196.22273641792748, 196.6055209809565, 197.5530740285386, 198.02656035643713, 198.20571079433614, 198.79016872202556, 199.53898301496855, 200.36861439298326, 201.69081413713107, 203.022145869904, 204.7859285562434, 207.01332080995493]"
150,"[192.78305389517502, 193.846336633337, 195.5204645252484, 195.74859361588557, 194.50867983372976, 194.55303721641167, 194.749683586695, 195.09970450161686, 196.4802902458239, 198.5136629915899, 200.6003146483342, 203.991399868415]"
