0,trainLoss,trainRMSE-avg,testRMSE-avg
1,189777.52,221.5284,185.0567
2,184800.23,221.5489,184.936
3,181410.51,221.554,185.1653
4,178379.03,221.5766,184.5908
5,175691.04,221.5622,184.9207
6,173380.05,221.5774,184.8059
7,171418.3,221.5635,184.9109
8,169697.88,221.5789,184.8704
9,168220.84,221.5755,185.0267
