0,trainLoss,trainRMSE-avg,testRMSE-avg
1,2245.28,22.9268,23.1884
2,1722.18,22.9267,23.1893
3,1615.8,22.927,23.1956
4,1547.89,22.927,23.1931
5,1497.7,22.9271,23.1908
6,1458.72,22.927,23.1899
7,1426.73,22.9269,23.1933
8,1399.13,22.9268,23.1921
9,1374.35,22.9267,23.1917
