iteration,trainLoss,trainRMSE-avg
0,3651.9937,60.42
10,746.8687,27.25
20,711.31274,26.56
30,670.7476,25.82
40,621.67896,24.87
50,599.5213,24.42
60,577.0905,23.96
70,583.6873,24.11
80,586.3877,24.15
90,561.99567,23.64
100,575.2657,23.84
110,518.3483,22.73
120,479.27573,21.86
130,464.7241,21.53
140,438.89642,20.93
150,415.98007,20.38
160,566.38806,23.62
170,463.54706,21.51
180,429.63443,20.7
190,418.6185,20.45
200,392.76654,19.8
210,362.56757,19.03
220,371.80566,19.27
230,370.3241,19.23
240,352.46985,18.76
250,325.9647,18.04
260,331.539,18.19
270,316.78775,17.78
280,304.56894,17.44
290,289.91953,17.01
300,273.47446,16.52
310,267.18225,16.33
320,273.55743,16.52
330,279.1247,16.69
340,246.69377,15.68
350,242.41037,15.55
360,237.54355,15.39
370,235.92836,15.33
380,224.68524,14.97
390,234.89334,15.31
400,219.96213,14.81
410,206.5285,14.34
420,203.2718,14.23
430,220.92972,14.84
440,195.9663,13.97
450,182.41376,13.46
460,185.29715,13.56
470,197.89993,14.02
480,189.11226,13.69
490,187.33643,13.65
500,193.3061,13.88
510,182.78113,13.49
520,175.05814,13.19
530,155.7737,12.42
540,153.52414,12.33
550,166.52585,12.87
560,147.79893,12.09
570,170.53021,13.02
580,152.93266,12.31
590,133.55098,11.46
600,179.24559,13.37
610,180.42525,13.39
620,132.2286,11.42
630,120.91965,10.89
640,145.18256,12.01
650,112.84975,10.53
660,110.9846,10.42
670,140.4609,11.81
680,112.68219,10.51
690,118.756805,10.81
700,106.737206,10.2
710,102.14344,10.0
720,107.65786,10.29
730,100.681076,9.9
740,112.88688,10.52
750,90.96419,9.42
760,88.16219,9.24
770,98.40933,9.84
780,75.74906,8.56
790,73.48516,8.4
800,79.8575,8.79
810,130.90971,11.32
820,97.76843,9.73
830,103.90033,10.11
840,86.29494,9.2
850,65.67152,7.98
860,57.373863,7.42
870,49.041817,6.8
880,50.341034,6.95
890,50.110188,6.9
900,52.101414,7.1
910,51.74566,7.07
920,53.717636,7.24
930,84.97326,9.1
940,41.3977,6.23
950,58.642258,7.6
960,52.870777,7.17
970,35.77102,5.82
980,34.42107,5.72
990,39.662025,6.1
