0,trainLoss,trainRMSE-avg,testRMSE-avg
1,138444.79,190.1078,156.0937
2,97676.31,190.1541,156.1094
3,92425.33,190.1642,155.8863
4,90888.93,190.1778,155.8892
5,90168.75,190.1682,155.8409
6,89717.09,190.1778,155.8078
7,89370.16,190.1797,155.7811
8,89073.37,190.1853,155.8209
9,88803.8,190.1737,155.7854
