iteration,trainLoss,trainRMSE-avg
0,402036.28,634.06
30,351599.7,592.96
60,303361.6,550.78
90,250398.98,500.4
120,203161.98,450.73
150,175225.31,418.6
180,173009.61,415.94
210,169602.56,411.83
240,164326.77,405.37
270,148298.39,385.09
300,125249.29,353.86
330,110992.99,332.99
360,101450.625,318.28
390,91108.17,301.59
420,94990.7,307.73
450,90214.17,299.93
480,84738.89,290.72
510,86099.664,293.29
540,84942.27,290.94
570,80755.38,283.62
600,77093.71,277.25
630,80477.65,282.97
660,99619.72,314.89
690,82785.32,286.88
720,84065.48,289.0
750,78381.914,279.31
780,75661.47,274.29
810,113289.21,335.83
840,77998.29,278.53
870,74788.87,272.7
900,75889.53,274.63
930,72406.36,268.32
960,69297.266,262.54
990,71289.74,266.1
1020,82773.79,287.53
1050,69377.98,262.65
1080,68558.59,261.12
1110,74810.08,272.71
1140,64220.83,252.83
1170,63129.93,250.65
1200,64846.203,254.02
1230,59541.082,243.6
1260,59392.098,243.17
1290,56539.082,237.28
1320,53900.75,231.72
1350,59396.188,243.17
1380,58593.402,241.54
1410,55039.85,234.21
1440,65920.36,256.04
1470,52886.312,229.51
1500,56739.63,237.7
1530,52632.117,228.95
1560,49937.723,223.05
1590,48894.355,220.7
1620,52160.87,227.92
1650,50010.53,223.15
1680,46857.523,216.12
1710,45939.637,213.94
1740,44291.82,210.15
1770,46815.04,216.02
1800,57729.344,239.67
1830,56155.43,236.32
1860,54277.23,232.35
1890,52239.004,227.85
1920,48449.445,219.61
1950,44305.55,210.24
1980,44536.8,210.78
2010,157431.94,396.06
2040,97663.39,311.95
2070,84198.27,289.56
2100,86071.58,292.41
2130,77403.33,277.3
2160,81136.71,284.09
2190,72194.17,267.86
2220,74671.02,272.4
2250,72880.66,269.13
2280,72101.24,267.59
2310,73830.35,270.73
2340,69695.19,263.29
2370,76312.91,275.37
2400,73031.62,269.3
2430,67437.7,258.98
2460,68085.43,260.06
2490,65225.2,254.88
2520,63702.555,251.9
2550,60843.656,246.24
2580,68979.61,261.94
2610,61275.277,246.88
2640,62103.066,248.67
2670,61036.543,246.59
2700,56669.332,237.73
2730,56760.215,237.84
2760,75190.65,273.35
2790,72381.75,268.31
2820,67316.37,258.68
2850,64328.035,252.95
2880,62759.812,250.04
2910,58056.44,240.5
2940,60328.555,245.07
2970,54874.508,233.91
