0,trainLoss,trainRMSE-avg,testRMSE-avg
1,116459.71,174.0355,207.9789
2,96275.21,174.0644,208.0191
3,95296.88,174.0758,208.1067
4,95023.81,174.0641,208.0701
5,94789.61,174.0646,208.1017
6,94562.08,174.055,208.1485
7,94341.26,174.0497,208.1284
8,94116.35,174.0684,208.0685
9,93883.93,174.054,208.1151
