0,trainLoss,trainRMSE-avg,testRMSE-avg
1,66142.1,173.4367,71.4987
2,64087.33,173.4211,71.5132
3,62209.93,173.4133,71.5048
4,60622.87,173.4076,71.6017
5,59152.32,173.4104,71.5248
6,58023.27,173.4089,71.6064
7,57250.03,173.3982,71.5995
8,56976.18,173.3796,71.6099
9,56913.4,173.3785,71.6067
