0,trainLoss,trainRMSE-avg,testRMSE-avg
1,309290.11,264.0967,232.8351
2,202209.25,264.1202,232.8126
3,179343.55,264.1652,232.8093
4,173007.42,264.1737,232.8048
5,170394.85,264.1656,232.8165
6,168983.38,264.1731,232.8
7,168127.19,264.1757,232.8065
8,167571.76,264.1786,232.8078
9,167180.08,264.1762,232.7925
