0,trainLoss,trainRMSE-avg,testRMSE-avg
1,103308.71,201.8816,108.3491
2,87692.2,202.1571,109.5342
3,84213.27,202.1292,109.0557
4,82812.72,202.2033,108.8051
5,81942.43,202.2896,108.8942
6,81253.58,202.2974,108.9359
7,80649.21,202.3122,108.812
8,80063.43,202.3377,108.9917
9,79514.0,202.3297,109.1473
