iteration,trainRMSE
0,"[669.582357760007, 668.2876421812563, 668.4233068605104, 668.4748457679333, 668.3980321701156, 668.3785412488629, 668.1969025753301, 667.9748799713236, 667.1064937135087, 666.2751991393847, 665.9392538174108, 665.5883275080832]"
10,"[661.1587395765722, 624.220598844771, 618.2209510835903, 617.0282818001896, 616.596722634035, 616.474089807207, 616.2732271385662, 616.073091922578, 615.2286474244828, 614.4201884275465, 614.0939730430835, 613.7298658435719]"
20,"[655.8325646290266, 599.498994405272, 598.2900098880632, 596.9625988187605, 596.5182260875101, 596.4138823557373, 596.2365052534749, 596.0543704262474, 595.2224095306698, 594.4236915315583, 594.1103927176398, 593.7559861056623]"
30,"[649.4859626819042, 576.8699845540319, 574.2047196844636, 573.2490276084604, 572.8014333692535, 572.702654905256, 572.5358601253773, 572.3637768287023, 571.5367180364766, 570.7440708996168, 570.4423252657747, 570.09981759787]"
40,"[644.1321339172946, 551.4410434013967, 548.7328705495732, 547.0504181404687, 546.5753598405205, 546.4846061272067, 546.331164762031, 546.1707486570532, 545.3505178245036, 544.5664702488695, 544.2798299417673, 543.9531892786404]"
50,"[633.7017624934819, 525.1708518573546, 522.9849094401649, 521.2552640073662, 520.7950107518882, 520.7111924880458, 520.5694099569977, 520.4204404392824, 519.6094843140799, 518.8383615253792, 518.5714523227199, 518.267715441432]"
60,"[623.1437600750927, 497.8779330956133, 495.4466697381529, 494.0964553255439, 493.7954589071534, 493.78447187962655, 493.68499264032226, 493.55952410522247, 492.76594338337424, 492.0140889281798, 491.7699683065648, 491.49030294418026]"
70,"[612.7997513058987, 469.9204727169031, 468.3822880245652, 467.53236353832494, 467.85430687944944, 468.266798412611, 468.31513877517017, 468.204295088643, 467.3794581393419, 466.60600005976204, 466.37087354513505, 466.10488956643616]"
80,"[594.7988571081511, 442.0392960244263, 441.7215849439283, 441.4009286557671, 442.3087658422215, 443.26787070412325, 443.90652765436744, 444.426102481913, 444.239304710949, 443.996329858491, 444.2180452790621, 444.34881164663454]"
90,"[573.6893298037697, 416.26022290192253, 417.07198579750116, 417.0740832135571, 418.58565451680226, 420.18783541030547, 421.32461133370913, 421.8967250234012, 421.4112188198554, 420.8235166225052, 420.75006474350664, 420.68134456024814]"
100,"[547.2782766643152, 390.3863557056178, 393.1575541939791, 394.18568048736705, 396.389824543421, 398.50102528285936, 399.9916430405824, 400.8548682274529, 400.8065562720826, 400.81415074983465, 401.3384304166337, 401.929694839657]"
110,"[529.0945987015938, 367.36477703780474, 370.7340665227967, 372.68490908295195, 375.6314388412806, 378.44858614769595, 380.38029006043666, 381.30827772113525, 381.28669116185245, 381.2810732268369, 381.7268179951708, 382.16430262011494]"
120,"[511.8902229497682, 344.35858653792593, 345.3692696423438, 348.3488285537783, 352.68803668044814, 357.0821735189349, 360.299458432009, 362.14099791030657, 363.034625356021, 364.2211926750395, 365.8159217363484, 367.4174448572203]"
130,"[500.4159579984065, 327.8043555945055, 326.6562025502981, 329.92295915032423, 335.3909719581104, 340.8533121156051, 345.11620608507945, 347.76594050529263, 349.3076704862823, 350.9419069787011, 352.8146699090792, 354.5859511155677]"
140,"[497.0339944897933, 310.8373425424129, 312.2402043607756, 318.7112945174029, 325.64507813422364, 331.55841782075123, 336.11379948376396, 339.1934430423162, 341.39106408121154, 343.65043704402433, 345.9484208165771, 348.1307285494109]"
150,"[496.49409484587096, 305.1195626965243, 306.6124982383207, 313.1156117493914, 319.8744343603239, 325.9504726517594, 330.33635402043956, 332.6007192817433, 333.63446480821653, 334.7960434230576, 336.3401865537884, 338.37451648344154]"
