iteration,trainRMSE
0,"[467.28904162563873, 467.01337894753294, 467.6483792540801, 467.83017489335754, 468.05146958088466, 468.16874620874, 468.3551394443077, 468.5324942704236, 468.7035314097749, 468.8177358027614, 468.83199602049945, 468.8175877951504]"
10,"[395.25946776734366, 386.8850106061141, 386.23411610135696, 386.13297960140824, 386.20578944468474, 386.22082552510346, 386.3223932939008, 386.42917234298824, 386.5403182984002, 386.5870996243638, 386.5535186056558, 386.51552698671844]"
20,"[370.70299587500847, 366.0132211636715, 365.5101403194002, 365.48048501657536, 365.5988946160886, 365.6555005641197, 365.7964129066958, 365.94258794558965, 366.0967894325706, 366.1838048321413, 366.1882313739589, 366.1980428431069]"
30,"[350.79892061848756, 345.90146817930497, 345.25002501583936, 345.05337169610874, 345.1233453636961, 345.1741976660138, 345.3130183767086, 345.4616107494599, 345.6138785966896, 345.7053407717363, 345.73554458224265, 345.7804143955468]"
40,"[329.30791967886745, 324.61775950478653, 324.15765770566554, 324.07344518018624, 324.0927946547112, 324.103148103043, 324.2264229903863, 324.3707120988857, 324.53166891694366, 324.6453582562535, 324.707810681744, 324.81556215104973]"
50,"[307.4574773449399, 303.7667218908516, 303.654377319786, 303.72757679114335, 303.8251360401869, 303.87574495014303, 304.02571635479075, 304.1965244140014, 304.38792658287, 304.5251448918426, 304.65251530161066, 304.8080538494842]"
60,"[285.106906061014, 283.14660541443664, 283.38993891507346, 283.5894846591065, 283.8286997614236, 284.00111622736364, 284.1892169632999, 284.39501292432493, 284.6126872245078, 284.78381051529266, 284.9001408041482, 285.15573293931567]"
70,"[260.41800421183, 258.5928697502158, 261.89727831602846, 264.5589105306871, 266.18476204657355, 266.6779885839475, 266.7230854352769, 266.72286145396583, 266.77538883489694, 266.7286875327395, 266.76746308311544, 267.0417735234367]"
80,"[239.75659185148305, 236.96640281452116, 240.0512612595642, 244.1303745742334, 247.2086302355828, 249.1735537356923, 250.3291426169993, 250.7203742125937, 250.96821905195554, 251.03082160156058, 250.67692550022156, 251.15994563925585]"
90,"[231.13115422908166, 226.78192386247048, 227.2112416135827, 231.82894583763638, 237.22336225728475, 241.3144799162265, 243.4211524278047, 244.10173859214405, 243.97894083001754, 243.66911831727407, 243.4086116878885, 243.76848652712266]"
