0,trainLoss,trainRMSE-avg,testRMSE-avg
1,109305.72,238.8957,272.4739
2,107141.58,238.9103,272.4332
3,106557.84,238.8469,272.3086
4,106421.65,238.8328,272.2769
5,106393.36,238.8567,272.2868
6,106368.98,238.8581,272.2884
7,106344.17,238.863,272.3013
8,106319.63,238.8555,272.286
9,106295.43,238.8537,272.2998
