0,trainLoss,trainRMSE-avg,testRMSE-avg
1,284147.8,290.055,141.2567
2,247106.12,290.0951,141.3922
3,233942.14,290.1225,141.4491
4,227998.16,290.1311,141.4436
5,225538.7,290.1416,141.4448
6,224450.63,290.1397,141.4502
7,223756.68,290.1518,141.4615
8,223172.03,290.1548,141.4685
9,222638.77,290.1522,141.4324
