iteration,trainRMSE
0,"[60.544940888383806, 60.10321470512742, 59.782170078231474, 59.66187273194639, 59.69094060897853, 59.84008899293723, 60.02805781751961, 60.23360368430293, 60.416957836549244, 60.564276501750705, 60.706312217683305, 60.82483164158332]"
10,"[27.93770180894519, 28.05236219563929, 28.164487319614864, 28.197156132213852, 28.21231648901086, 28.215925537674114, 28.222852501079316, 28.223299251103185, 28.22282568913255, 28.198649296738974, 28.195983811636356, 28.19869435313238]"
20,"[25.857473044624573, 26.906729143306052, 27.247205498811176, 27.525170075038453, 27.66924292345444, 27.765888465850608, 27.846360096056156, 27.87397996153988, 27.888971349334103, 27.8868800825688, 27.910117241604596, 27.930572733184494]"
30,"[22.59869271987785, 24.575706195701585, 25.459078824694192, 26.15891174983882, 26.635345740676662, 27.05284896654283, 27.3296999853003, 27.461451819007205, 27.523336698533605, 27.57584562449746, 27.647660998237118, 27.69547265981808]"
40,"[21.705789244397938, 24.769052514165654, 25.53252331876689, 26.208696371327328, 26.70289509124665, 27.071860677683453, 27.217775942930494, 27.175062969167904, 27.147609482214563, 27.144569649921724, 27.229694592828483, 27.28017252361555]"
50,"[21.169256475285657, 23.80083983395301, 24.8732116090766, 25.701902605597684, 26.154504656010374, 26.432214603758066, 26.57780795422044, 26.561177781787727, 26.652066559053548, 26.814296451813973, 27.0024064085609, 27.189634105679392]"
60,"[21.050617735356436, 23.493107914200586, 24.53747925440414, 25.19377460158842, 25.55819258590672, 25.943910551321746, 26.12745243411018, 26.298928391224084, 26.578090311243656, 26.91637843702042, 27.24164328689889, 27.455842178780877]"
70,"[20.88288238213969, 23.52554079727962, 24.74382215810108, 25.274926508277463, 25.42997626809171, 25.586964664223082, 25.721896319146126, 25.96027636507798, 26.339132677975094, 26.70255087685137, 27.02325788096464, 27.27555019546895]"
80,"[20.597812129532347, 22.986067797243233, 24.237359165908547, 24.87951590946196, 25.03360924390897, 25.29319644535848, 25.553886881080054, 25.841976777465092, 26.322833726843182, 26.758063228290005, 27.28089528726345, 27.67948128347951]"
90,"[20.67740965432099, 22.94956631417163, 24.205099407954542, 25.070216285451107, 25.176616904528775, 25.259233972341363, 25.440826157514348, 25.582875876700324, 25.951477591104727, 26.483709984116345, 27.02428836170523, 27.529228602117072]"
