24.0,4.0,43.0,53.0,114.0,181.0,173.0,153.0,142.0,136.0,170.0,92.0,
4.0,43.0,53.0,114.0,181.0,173.0,153.0,142.0,136.0,170.0,92.0,148.0,
43.0,53.0,114.0,181.0,173.0,153.0,142.0,136.0,170.0,92.0,148.0,79.0,
53.0,114.0,181.0,173.0,153.0,142.0,136.0,170.0,92.0,148.0,79.0,40.0,
114.0,181.0,173.0,153.0,142.0,136.0,170.0,92.0,148.0,79.0,40.0,32.0,
181.0,173.0,153.0,142.0,136.0,170.0,92.0,148.0,79.0,40.0,32.0,15.0,
173.0,153.0,142.0,136.0,170.0,92.0,148.0,79.0,40.0,32.0,15.0,62.0,
153.0,142.0,136.0,170.0,92.0,148.0,79.0,40.0,32.0,15.0,62.0,39.0,
142.0,136.0,170.0,92.0,148.0,79.0,40.0,32.0,15.0,62.0,39.0,13.0,
136.0,170.0,92.0,148.0,79.0,40.0,32.0,15.0,62.0,39.0,13.0,2.0,
170.0,92.0,148.0,79.0,40.0,32.0,15.0,62.0,39.0,13.0,2.0,12.0,
92.0,148.0,79.0,40.0,32.0,15.0,62.0,39.0,13.0,2.0,12.0,5.0,
148.0,79.0,40.0,32.0,15.0,62.0,39.0,13.0,2.0,12.0,5.0,7.0,
79.0,40.0,32.0,15.0,62.0,39.0,13.0,2.0,12.0,5.0,7.0,16.0,
40.0,32.0,15.0,62.0,39.0,13.0,2.0,12.0,5.0,7.0,16.0,2.0,
32.0,15.0,62.0,39.0,13.0,2.0,12.0,5.0,7.0,16.0,2.0,22.0,
15.0,62.0,39.0,13.0,2.0,12.0,5.0,7.0,16.0,2.0,22.0,45.0,
62.0,39.0,13.0,2.0,12.0,5.0,7.0,16.0,2.0,22.0,45.0,126.0,
39.0,13.0,2.0,12.0,5.0,7.0,16.0,2.0,22.0,45.0,126.0,140.0,
13.0,2.0,12.0,5.0,7.0,16.0,2.0,22.0,45.0,126.0,140.0,164.0,
2.0,12.0,5.0,7.0,16.0,2.0,22.0,45.0,126.0,140.0,164.0,180.0,
12.0,5.0,7.0,16.0,2.0,22.0,45.0,126.0,140.0,164.0,180.0,198.0,
5.0,7.0,16.0,2.0,22.0,45.0,126.0,140.0,164.0,180.0,198.0,148.0,
7.0,16.0,2.0,22.0,45.0,126.0,140.0,164.0,180.0,198.0,148.0,77.0,
16.0,2.0,22.0,45.0,126.0,140.0,164.0,180.0,198.0,148.0,77.0,113.0,
2.0,22.0,45.0,126.0,140.0,164.0,180.0,198.0,148.0,77.0,113.0,39.0,
22.0,45.0,126.0,140.0,164.0,180.0,198.0,148.0,77.0,113.0,39.0,18.0,
45.0,126.0,140.0,164.0,180.0,198.0,148.0,77.0,113.0,39.0,18.0,24.0,
126.0,140.0,164.0,180.0,198.0,148.0,77.0,113.0,39.0,18.0,24.0,7.0,
140.0,164.0,180.0,198.0,148.0,77.0,113.0,39.0,18.0,24.0,7.0,6.0,
164.0,180.0,198.0,148.0,77.0,113.0,39.0,18.0,24.0,7.0,6.0,23.0,
180.0,198.0,148.0,77.0,113.0,39.0,18.0,24.0,7.0,6.0,23.0,31.0,
198.0,148.0,77.0,113.0,39.0,18.0,24.0,7.0,6.0,23.0,31.0,14.0,
148.0,77.0,113.0,39.0,18.0,24.0,7.0,6.0,23.0,31.0,14.0,10.0,
77.0,113.0,39.0,18.0,24.0,7.0,6.0,23.0,31.0,14.0,10.0,6.0,
113.0,39.0,18.0,24.0,7.0,6.0,23.0,31.0,14.0,10.0,6.0,1.0,
39.0,18.0,24.0,7.0,6.0,23.0,31.0,14.0,10.0,6.0,1.0,10.0,
18.0,24.0,7.0,6.0,23.0,31.0,14.0,10.0,6.0,1.0,10.0,9.0,
24.0,7.0,6.0,23.0,31.0,14.0,10.0,6.0,1.0,10.0,9.0,0.0,
7.0,6.0,23.0,31.0,14.0,10.0,6.0,1.0,10.0,9.0,0.0,0.0,
6.0,23.0,31.0,14.0,10.0,6.0,1.0,10.0,9.0,0.0,0.0,2.0,
23.0,31.0,14.0,10.0,6.0,1.0,10.0,9.0,0.0,0.0,2.0,17.0,
31.0,14.0,10.0,6.0,1.0,10.0,9.0,0.0,0.0,2.0,17.0,12.0,
14.0,10.0,6.0,1.0,10.0,9.0,0.0,0.0,2.0,17.0,12.0,18.0,
10.0,6.0,1.0,10.0,9.0,0.0,0.0,2.0,17.0,12.0,18.0,45.0,
6.0,1.0,10.0,9.0,0.0,0.0,2.0,17.0,12.0,18.0,45.0,33.0,
1.0,10.0,9.0,0.0,0.0,2.0,17.0,12.0,18.0,45.0,33.0,42.0,
10.0,9.0,0.0,0.0,2.0,17.0,12.0,18.0,45.0,33.0,42.0,20.0,
9.0,0.0,0.0,2.0,17.0,12.0,18.0,45.0,33.0,42.0,20.0,41.0,
0.0,0.0,2.0,17.0,12.0,18.0,45.0,33.0,42.0,20.0,41.0,22.0,
0.0,2.0,17.0,12.0,18.0,45.0,33.0,42.0,20.0,41.0,22.0,18.0,
2.0,17.0,12.0,18.0,45.0,33.0,42.0,20.0,41.0,22.0,18.0,16.0,
17.0,12.0,18.0,45.0,33.0,42.0,20.0,41.0,22.0,18.0,16.0,15.0,
12.0,18.0,45.0,33.0,42.0,20.0,41.0,22.0,18.0,16.0,15.0,9.0,
18.0,45.0,33.0,42.0,20.0,41.0,22.0,18.0,16.0,15.0,9.0,9.0,
45.0,33.0,42.0,20.0,41.0,22.0,18.0,16.0,15.0,9.0,9.0,2.0,
33.0,42.0,20.0,41.0,22.0,18.0,16.0,15.0,9.0,9.0,2.0,3.0,
42.0,20.0,41.0,22.0,18.0,16.0,15.0,9.0,9.0,2.0,3.0,2.0,
20.0,41.0,22.0,18.0,16.0,15.0,9.0,9.0,2.0,3.0,2.0,0.0,
41.0,22.0,18.0,16.0,15.0,9.0,9.0,2.0,3.0,2.0,0.0,0.0,
22.0,18.0,16.0,15.0,9.0,9.0,2.0,3.0,2.0,0.0,0.0,30.0,
18.0,16.0,15.0,9.0,9.0,2.0,3.0,2.0,0.0,0.0,30.0,41.0,
16.0,15.0,9.0,9.0,2.0,3.0,2.0,0.0,0.0,30.0,41.0,0.0,
15.0,9.0,9.0,2.0,3.0,2.0,0.0,0.0,30.0,41.0,0.0,5.0,
9.0,9.0,2.0,3.0,2.0,0.0,0.0,30.0,41.0,0.0,5.0,3.0,
9.0,2.0,3.0,2.0,0.0,0.0,30.0,41.0,0.0,5.0,3.0,11.0,
2.0,3.0,2.0,0.0,0.0,30.0,41.0,0.0,5.0,3.0,11.0,6.0,
3.0,2.0,0.0,0.0,30.0,41.0,0.0,5.0,3.0,11.0,6.0,15.0,
2.0,0.0,0.0,30.0,41.0,0.0,5.0,3.0,11.0,6.0,15.0,24.0,
0.0,0.0,30.0,41.0,0.0,5.0,3.0,11.0,6.0,15.0,24.0,44.0,
0.0,30.0,41.0,0.0,5.0,3.0,11.0,6.0,15.0,24.0,44.0,29.0,
30.0,41.0,0.0,5.0,3.0,11.0,6.0,15.0,24.0,44.0,29.0,55.0,
41.0,0.0,5.0,3.0,11.0,6.0,15.0,24.0,44.0,29.0,55.0,36.0,
0.0,5.0,3.0,11.0,6.0,15.0,24.0,44.0,29.0,55.0,36.0,25.0,
5.0,3.0,11.0,6.0,15.0,24.0,44.0,29.0,55.0,36.0,25.0,25.0,
3.0,11.0,6.0,15.0,24.0,44.0,29.0,55.0,36.0,25.0,25.0,10.0,
11.0,6.0,15.0,24.0,44.0,29.0,55.0,36.0,25.0,25.0,10.0,18.0,
6.0,15.0,24.0,44.0,29.0,55.0,36.0,25.0,25.0,10.0,18.0,5.0,
15.0,24.0,44.0,29.0,55.0,36.0,25.0,25.0,10.0,18.0,5.0,10.0,
24.0,44.0,29.0,55.0,36.0,25.0,25.0,10.0,18.0,5.0,10.0,2.0,
44.0,29.0,55.0,36.0,25.0,25.0,10.0,18.0,5.0,10.0,2.0,1.0,
29.0,55.0,36.0,25.0,25.0,10.0,18.0,5.0,10.0,2.0,1.0,2.0,
55.0,36.0,25.0,25.0,10.0,18.0,5.0,10.0,2.0,1.0,2.0,6.0,
36.0,25.0,25.0,10.0,18.0,5.0,10.0,2.0,1.0,2.0,6.0,1.0,
25.0,25.0,10.0,18.0,5.0,10.0,2.0,1.0,2.0,6.0,1.0,2.0,
25.0,10.0,18.0,5.0,10.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,
10.0,18.0,5.0,10.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,11.0,
18.0,5.0,10.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,11.0,47.0,
5.0,10.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,11.0,47.0,69.0,
10.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,11.0,47.0,69.0,193.0,
2.0,1.0,2.0,6.0,1.0,2.0,2.0,11.0,47.0,69.0,193.0,146.0,
1.0,2.0,6.0,1.0,2.0,2.0,11.0,47.0,69.0,193.0,146.0,138.0,
2.0,6.0,1.0,2.0,2.0,11.0,47.0,69.0,193.0,146.0,138.0,181.0,
6.0,1.0,2.0,2.0,11.0,47.0,69.0,193.0,146.0,138.0,181.0,169.0,
1.0,2.0,2.0,11.0,47.0,69.0,193.0,146.0,138.0,181.0,169.0,132.0,
2.0,2.0,11.0,47.0,69.0,193.0,146.0,138.0,181.0,169.0,132.0,166.0,
2.0,11.0,47.0,69.0,193.0,146.0,138.0,181.0,169.0,132.0,166.0,92.0,
11.0,47.0,69.0,193.0,146.0,138.0,181.0,169.0,132.0,166.0,92.0,74.0,
47.0,69.0,193.0,146.0,138.0,181.0,169.0,132.0,166.0,92.0,74.0,39.0,
69.0,193.0,146.0,138.0,181.0,169.0,132.0,166.0,92.0,74.0,39.0,16.0,
193.0,146.0,138.0,181.0,169.0,132.0,166.0,92.0,74.0,39.0,16.0,24.0,
146.0,138.0,181.0,169.0,132.0,166.0,92.0,74.0,39.0,16.0,24.0,5.0,
138.0,181.0,169.0,132.0,166.0,92.0,74.0,39.0,16.0,24.0,5.0,42.0,
181.0,169.0,132.0,166.0,92.0,74.0,39.0,16.0,24.0,5.0,42.0,51.0,
169.0,132.0,166.0,92.0,74.0,39.0,16.0,24.0,5.0,42.0,51.0,6.0,
132.0,166.0,92.0,74.0,39.0,16.0,24.0,5.0,42.0,51.0,6.0,1.0,
166.0,92.0,74.0,39.0,16.0,24.0,5.0,42.0,51.0,6.0,1.0,0.0,
92.0,74.0,39.0,16.0,24.0,5.0,42.0,51.0,6.0,1.0,0.0,9.0,
74.0,39.0,16.0,24.0,5.0,42.0,51.0,6.0,1.0,0.0,9.0,19.0,
39.0,16.0,24.0,5.0,42.0,51.0,6.0,1.0,0.0,9.0,19.0,29.0,
16.0,24.0,5.0,42.0,51.0,6.0,1.0,0.0,9.0,19.0,29.0,12.0,
24.0,5.0,42.0,51.0,6.0,1.0,0.0,9.0,19.0,29.0,12.0,39.0,
5.0,42.0,51.0,6.0,1.0,0.0,9.0,19.0,29.0,12.0,39.0,53.0,
42.0,51.0,6.0,1.0,0.0,9.0,19.0,29.0,12.0,39.0,53.0,132.0,
51.0,6.0,1.0,0.0,9.0,19.0,29.0,12.0,39.0,53.0,132.0,155.0,
6.0,1.0,0.0,9.0,19.0,29.0,12.0,39.0,53.0,132.0,155.0,139.0,
1.0,0.0,9.0,19.0,29.0,12.0,39.0,53.0,132.0,155.0,139.0,145.0,
0.0,9.0,19.0,29.0,12.0,39.0,53.0,132.0,155.0,139.0,145.0,168.0,
9.0,19.0,29.0,12.0,39.0,53.0,132.0,155.0,139.0,145.0,168.0,115.0,
19.0,29.0,12.0,39.0,53.0,132.0,155.0,139.0,145.0,168.0,115.0,165.0,
29.0,12.0,39.0,53.0,132.0,155.0,139.0,145.0,168.0,115.0,165.0,97.0,
12.0,39.0,53.0,132.0,155.0,139.0,145.0,168.0,115.0,165.0,97.0,95.0,
39.0,53.0,132.0,155.0,139.0,145.0,168.0,115.0,165.0,97.0,95.0,53.0,
53.0,132.0,155.0,139.0,145.0,168.0,115.0,165.0,97.0,95.0,53.0,22.0,
132.0,155.0,139.0,145.0,168.0,115.0,165.0,97.0,95.0,53.0,22.0,16.0,
155.0,139.0,145.0,168.0,115.0,165.0,97.0,95.0,53.0,22.0,16.0,13.0,
139.0,145.0,168.0,115.0,165.0,97.0,95.0,53.0,22.0,16.0,13.0,54.0,
145.0,168.0,115.0,165.0,97.0,95.0,53.0,22.0,16.0,13.0,54.0,44.0,
168.0,115.0,165.0,97.0,95.0,53.0,22.0,16.0,13.0,54.0,44.0,12.0,
115.0,165.0,97.0,95.0,53.0,22.0,16.0,13.0,54.0,44.0,12.0,0.0,
165.0,97.0,95.0,53.0,22.0,16.0,13.0,54.0,44.0,12.0,0.0,14.0,
97.0,95.0,53.0,22.0,16.0,13.0,54.0,44.0,12.0,0.0,14.0,5.0,
95.0,53.0,22.0,16.0,13.0,54.0,44.0,12.0,0.0,14.0,5.0,5.0,
53.0,22.0,16.0,13.0,54.0,44.0,12.0,0.0,14.0,5.0,5.0,3.0,
22.0,16.0,13.0,54.0,44.0,12.0,0.0,14.0,5.0,5.0,3.0,3.0,
16.0,13.0,54.0,44.0,12.0,0.0,14.0,5.0,5.0,3.0,3.0,52.0,
13.0,54.0,44.0,12.0,0.0,14.0,5.0,5.0,3.0,3.0,52.0,67.0,
54.0,44.0,12.0,0.0,14.0,5.0,5.0,3.0,3.0,52.0,67.0,174.0,
44.0,12.0,0.0,14.0,5.0,5.0,3.0,3.0,52.0,67.0,174.0,125.0,
