iteration,trainLoss,trainRMSE-avg
0,75077.77,274.0
10,46861.547,216.46
20,44473.645,210.84
30,42060.348,205.02
40,39162.77,197.83
50,37369.375,193.27
60,35662.074,188.81
70,34226.957,184.96
80,33682.664,183.44
90,31141.31,176.44
100,29455.639,171.6
110,29172.89,170.76
120,28233.512,168.01
130,26797.242,163.66
140,25535.1,159.75
150,25762.941,160.45
160,25048.656,158.2
170,24219.125,155.57
180,28385.418,168.4
190,23425.152,153.04
200,21536.61,146.67
210,21575.545,146.85
220,23118.408,151.99
230,21166.6,145.45
240,19822.342,140.71
250,18716.996,136.73
260,19607.516,140.0
270,18200.842,134.85
280,17487.377,132.14
290,16812.545,129.57
300,17454.025,132.03
310,17275.604,131.36
320,16427.277,128.08
330,15589.341,124.75
340,17120.67,130.79
350,15251.556,123.4
360,16339.415,127.76
370,15936.197,126.18
380,14853.946,121.79
390,15231.339,123.34
400,14405.519,119.91
410,16623.58,128.91
420,14299.791,119.48
430,14982.586,122.33
440,14127.614,118.75
450,14118.523,118.72
460,13508.608,116.12
470,13352.284,115.44
480,12712.508,112.63
490,14100.525,118.69
500,13828.086,117.48
510,12760.925,112.86
520,12233.643,110.5
530,11751.999,108.29
540,15513.506,124.52
550,14516.679,120.39
560,12925.223,113.59
570,12138.293,110.04
580,12690.065,112.56
590,12002.11,109.47
600,11500.182,107.14
610,12026.515,109.57
620,11681.158,107.99
630,11011.809,104.81
640,11629.739,107.76
650,10817.277,103.9
660,10816.132,103.87
670,12461.553,111.6
680,10963.803,104.61
690,10371.026,101.73
700,10446.869,102.1
710,10165.484,100.71
720,10603.805,102.87
730,14016.903,118.3
740,11145.671,105.52
750,10215.588,100.98
760,9847.04,99.14
770,9813.231,98.98
780,9317.881,96.4
790,9055.833,95.02
800,9396.344,96.8
810,8732.673,93.28
820,8556.953,92.31
830,8585.29,92.5
840,8523.56,92.13
850,8763.426,93.48
860,8199.408,90.33
870,7981.463,89.15
880,7702.99,87.51
890,7759.268,87.84
900,7891.806,88.62
910,7664.42,87.28
920,7372.796,85.61
930,7905.329,88.67
940,7194.555,84.51
950,7165.034,84.38
960,8152.2188,90.14
970,7089.4355,83.94
980,7050.3486,83.61
990,7836.719,88.36
