0,trainLoss,trainRMSE-avg,testRMSE-avg
1,2343.42,28.5623,28.8827
2,2180.84,28.5631,28.8815
3,2112.01,28.5638,28.8783
4,2056.48,28.5639,28.8716
5,2005.21,28.5635,28.8766
6,1957.42,28.5635,28.8745
7,1914.41,28.5633,28.8723
8,1875.91,28.5629,28.8737
9,1841.82,28.5626,28.8722
