iteration,trainLoss,trainRMSE-avg
0,77548.31,278.47
10,53718.074,231.77
20,49720.07,222.98
30,45699.703,213.75
40,42239.176,205.51
50,38672.81,196.6
60,36109.42,190.0
70,35031.58,187.16
80,32176.98,179.36
90,31707.111,178.03
100,30430.943,174.44
110,29525.26,171.8
120,31790.697,178.24
130,32844.51,181.11
140,28826.633,169.76
150,27584.742,166.02
160,26968.271,164.19
170,25901.338,160.89
180,24723.94,157.22
190,23986.092,154.86
200,22905.195,151.32
210,26052.15,161.37
220,22045.23,148.39
230,21563.252,146.78
240,21585.342,146.86
250,22285.559,149.26
260,21790.338,147.55
270,20634.67,143.62
280,20325.875,142.5
290,18840.676,137.22
300,19223.41,138.58
310,17781.209,133.24
320,17274.451,131.37
330,17790.031,133.27
340,16085.2295,126.73
350,16318.216,127.63
360,17205.17,131.1
370,16556.508,128.63
380,16548.738,128.54
390,16050.048,126.62
400,15289.308,123.59
410,14853.411,121.79
420,14756.263,121.4
430,14674.549,121.05
440,14374.324,119.84
450,14135.676,118.84
460,13352.315,115.48
470,14395.239,119.94
480,13697.95,116.98
490,13226.59,114.94
500,12876.749,113.42
510,13637.912,116.69
520,13036.33,114.1
530,12271.387,110.71
540,12580.749,112.09
550,12170.228,110.21
560,12253.407,110.64
570,11865.275,108.8
580,11448.869,106.94
590,11448.895,106.94
600,11756.034,108.37
610,11560.399,107.48
620,11258.044,106.04
630,10839.303,104.04
640,10604.087,102.93
650,12153.407,110.1
660,11794.404,108.55
670,10793.314,103.81
680,10654.431,103.09
690,11931.927,109.19
700,11886.094,108.99
710,11386.111,106.68
720,10856.788,104.09
730,11727.811,108.26
740,10126.114,100.52
750,10079.694,100.32
760,10670.751,103.25
770,9785.638,98.82
780,10089.927,100.38
790,10038.217,100.12
800,10084.138,100.34
810,9166.275,95.64
820,9077.522,95.17
830,8997.198,94.77
840,9549.716,97.64
850,8842.604,93.96
860,8401.092,91.53
870,8370.059,91.35
880,8313.855,91.1
890,8055.9355,89.62
900,7691.5503,87.54
910,7393.575,85.79
920,7136.5156,84.28
930,12468.217,111.21
940,8308.428,90.99
950,7967.137,89.04
960,7649.9917,87.34
970,7507.7446,86.47
980,7222.19,84.81
990,7698.7964,87.56
