iteration,trainLoss,trainRMSE-avg
0,451151.5,671.67
10,451151.44,671.67
20,451151.38,671.67
30,451151.34,671.67
40,451151.3,671.67
50,451151.28,671.67
60,451151.28,671.67
70,451151.25,671.67
80,451151.22,671.67
90,451151.22,671.67
100,451151.2,671.67
110,451151.2,671.67
120,451151.2,671.67
130,451151.2,671.67
140,451151.16,671.67
150,451151.16,671.67
160,451151.16,671.67
170,451151.16,671.67
180,451151.16,671.67
190,451151.16,671.67
200,451151.16,671.67
210,451151.12,671.67
220,451151.12,671.67
230,451151.12,671.67
240,451151.12,671.67
250,451151.12,671.67
260,451151.12,671.67
270,451151.12,671.67
280,451151.12,671.67
290,451151.12,671.67
300,451151.12,671.67
310,451151.12,671.67
320,451151.12,671.67
330,451151.12,671.67
340,451151.12,671.67
350,451039.8,671.59
360,433379.75,658.31
370,377059.34,614.05
380,300358.94,548.04
390,226515.83,475.92
400,169847.75,412.1
410,140152.03,374.36
420,136404.69,369.33
430,136776.72,369.83
440,136584.3,369.57
450,135734.61,368.42
460,136131.16,368.96
470,135873.56,368.61
480,135393.19,367.96
490,135090.34,367.54
500,135038.8,367.47
510,135138.94,367.61
520,134892.88,367.27
530,134796.84,367.14
540,134579.55,366.85
550,134392.69,366.59
560,134199.34,366.32
570,134006.64,366.06
580,133834.95,365.82
590,133681.11,365.61
600,133529.62,365.4
610,133350.72,365.16
620,133196.45,364.94
630,131846.84,363.09
640,131459.28,362.56
650,131179.12,362.17
660,129302.75,359.54
670,128977.58,359.08
680,129023.914,359.15
690,128516.08,358.43
700,128815.7,358.85
710,128364.43,358.21
720,127885.74,357.54
730,127616.15,357.15
740,127393.41,356.84
750,127165.01,356.51
760,127006.234,356.28
770,126767.15,355.94
780,126509.44,355.57
790,126274.28,355.23
800,126002.305,354.84
810,125743.02,354.46
820,125481.18,354.08
830,125305.29,353.82
840,125156.73,353.61
850,125015.61,353.4
860,124892.84,353.22
870,124758.43,353.02
880,124600.85,352.79
890,124441.98,352.55
900,124334.34,352.39
910,124208.57,352.2
920,124104.48,352.04
930,124038.95,351.94
940,123899.55,351.73
950,124254.21,352.24
960,124033.305,351.95
970,124037.016,351.94
980,124063.414,351.96
990,123695.125,351.42
