0,trainLoss,trainRMSE-avg,testRMSE-avg
1,186673.63,170.3908,162.6894
2,143283.16,170.3876,162.7337
3,110732.41,170.3871,162.7149
4,87492.01,170.3874,162.7447
5,73567.3,170.3878,162.7507
6,67984.43,170.3894,162.724
7,66532.06,170.3929,162.7017
8,66177.97,170.4056,162.6783
9,66070.06,170.4183,162.666
