iteration,trainLoss,trainRMSE-avg
0,444866.9,666.98
100,138057.86,371.56
200,132202.44,363.49
300,93738.17,305.84
400,86092.414,293.03
500,96703.805,310.69
600,80527.984,283.53
700,79842.66,282.17
800,91302.07,301.41
900,73034.336,269.68
1000,70350.5,264.75
1100,70448.95,265.07
1200,70928.77,265.96
1300,71215.49,266.42
1400,64527.94,253.72
1500,66127.95,256.75
1600,67094.016,258.56
1700,66821.71,258.0
1800,69969.85,263.76
1900,59080.047,242.9
2000,62705.35,250.18
2100,62366.973,249.25
2200,59273.58,243.21
2300,66423.95,257.52
2400,63907.12,252.25
2500,54739.098,233.81
2600,57996.59,240.59
2700,52926.99,229.94
2800,52884.57,229.79
2900,53763.62,231.69
3000,49754.28,222.95
3100,49412.55,222.2
3200,53716.2,231.63
3300,49543.082,222.46
3400,54657.37,233.59
3500,53476.336,231.07
3600,49837.066,223.17
3700,52126.387,228.17
3800,50394.902,224.37
3900,48082.82,219.17
4000,50369.043,224.22
4100,45550.2,213.31
4200,46229.52,214.93
4300,46252.67,214.99
4400,46382.406,215.23
4500,47434.496,217.71
4600,63936.32,252.62
4700,46679.81,215.96
4800,47071.97,216.8
4900,43398.55,208.21
5000,61453.836,247.41
5100,46148.477,214.64
5200,41355.793,203.29
5300,44826.285,211.61
5400,45805.87,213.77
5500,41392.2,203.34
5600,50391.85,224.35
5700,39919.586,199.73
5800,41800.457,204.3
5900,39857.035,199.58
6000,45350.207,212.78
6100,37636.273,193.93
6200,44167.53,210.05
6300,58104.176,240.83
6400,43182.92,207.69
6500,41495.625,203.59
6600,40897.902,202.13
6700,43652.324,208.81
6800,60872.24,245.75
6900,42654.36,206.46
7000,44422.6,210.66
7100,59124.035,242.99
7200,40776.652,201.87
7300,39177.47,197.86
7400,40587.688,201.38
7500,61974.184,248.22
7600,38262.145,195.53
7700,36813.926,191.8
7800,37939.355,194.66
7900,51039.01,225.65
8000,36986.895,192.26
8100,42375.285,205.72
8200,53397.91,230.81
8300,47139.562,216.87
8400,41802.46,204.33
8500,45046.375,212.12
8600,42166.527,205.17
8700,42578.56,206.27
8800,45648.26,213.43
8900,40917.844,202.19
9000,43078.29,207.43
9100,43447.3,208.24
9200,40370.742,200.77
9300,48710.082,220.32
9400,36696.25,191.45
9500,44498.516,210.69
9600,53596.34,231.15
9700,51846.414,227.44
9800,46927.883,216.43
9900,36013.535,189.65
