0,trainLoss,trainRMSE-avg,testRMSE-avg
1,266940.72,274.0206,149.6506
2,226367.08,274.0499,150.0168
3,216153.59,274.0686,150.1322
4,211028.28,274.0799,150.0536
5,208194.23,274.082,150.1965
6,206602.85,274.0827,150.1329
7,205608.83,274.0982,150.159
8,204852.26,274.0968,150.1764
9,204258.74,274.0919,150.1745
