iteration,trainLoss,trainRMSE-avg
0,218635.92,467.59
10,149407.7,386.5
20,130888.22,361.77
30,116061.81,340.66
40,101681.766,318.86
50,87659.05,296.05
60,75838.336,275.37
70,65483.11,255.89
80,57428.01,239.63
90,52821.54,229.78
100,50700.57,225.0
110,49698.645,222.75
120,48704.723,220.59
130,46819.28,216.24
140,43552.152,208.48
150,41370.598,203.2
160,40421.086,200.86
170,38691.12,196.58
180,38497.42,196.11
190,37005.406,192.19
200,35726.336,188.88
210,37378.28,193.12
220,35856.543,189.24
230,34728.715,186.22
240,33787.42,183.7
250,32922.93,181.28
260,32200.988,179.36
270,31508.844,177.39
280,31331.172,176.92
290,29786.184,172.52
300,35596.17,188.12
310,31268.03,176.65
320,28928.764,169.97
330,27970.594,167.16
340,28285.436,168.05
350,28594.262,168.97
360,29383.842,171.17
370,27419.475,165.51
380,27078.518,164.44
390,27879.25,166.76
400,28269.125,167.89
410,26031.088,161.27
420,26316.557,162.14
430,25609.537,159.97
440,29254.457,170.58
450,26973.686,164.03
460,26757.977,163.45
470,24839.32,157.55
480,23949.795,154.71
490,23758.607,154.07
500,25753.988,160.31
510,23723.52,153.95
520,28365.752,168.02
530,24621.092,156.79
540,27942.322,166.59
550,23461.318,153.1
560,23991.02,154.73
570,23073.023,151.84
580,25064.475,158.07
590,22533.111,150.05
600,21897.254,147.92
610,25501.451,159.42
620,23771.13,154.07
630,22323.047,149.35
640,22346.178,149.43
650,23258.352,152.39
660,22554.916,150.11
670,22040.297,148.4
680,22655.04,150.44
690,21485.635,146.51
700,21825.121,147.64
710,23392.014,152.7
720,21965.393,148.11
730,20998.635,144.86
740,20699.793,143.83
750,22490.19,149.86
760,20644.918,143.63
770,21644.062,147.04
780,21174.076,145.42
790,26511.76,162.0
800,19949.322,141.17
810,20765.28,144.04
820,21213.07,145.53
830,22383.072,149.45
840,21560.643,146.72
850,23879.152,154.14
860,20621.076,143.52
870,25150.607,158.18
880,21538.734,146.62
890,19700.82,140.29
900,20110.656,141.74
910,19579.678,139.87
920,19861.463,140.82
930,19219.396,138.58
940,20253.025,142.2
950,19969.959,141.25
960,20333.572,142.52
970,20720.459,143.87
980,19670.88,140.19
990,18813.78,137.11
