0,trainLoss,trainRMSE-avg,testRMSE-avg
1,269750.51,278.8946,137.8738
2,230910.77,278.9231,137.994
3,220624.62,278.9476,138.0526
4,215713.33,278.9592,138.0693
5,212862.59,278.9601,138.0723
6,211188.16,278.9547,138.0344
7,210065.39,278.9502,138.0212
8,209175.5,278.9416,138.0092
9,208373.74,278.942,138.019
