0,trainLoss,trainRMSE-avg,testRMSE-avg
1,102855.27,215.1575,118.2115
2,88526.4,215.1737,118.1982
3,85632.03,215.1681,118.1551
4,84609.12,215.1851,118.1504
5,83988.36,215.1779,118.1469
6,83450.02,215.1787,118.1542
7,82942.63,215.1811,118.1528
8,82452.43,215.1807,118.1209
9,81994.72,215.1746,118.1624
