iteration,trainRMSE
0,"[670.5065764439194, 670.0662646948388, 669.7875728512777, 669.6691703406118, 669.5355017195204, 669.3149381344462, 668.7853439424165, 668.4035983208807, 668.3752267328532, 667.9851857771039, 667.6584617003115, 667.5554203572361]"
10,"[665.3787137381992, 643.6963366331398, 634.5039611131841, 633.1762283134855, 632.9136637932307, 632.690709121081, 632.1719553591076, 631.805354502833, 631.786998231727, 631.4133075682543, 631.1035375956286, 631.0177766095128]"
20,"[661.1629918583495, 620.7411450653028, 616.4579142085335, 615.3942386240999, 615.1392199317858, 614.9170805082807, 614.3981332988568, 614.0320694552987, 614.0108301716602, 613.638422982289, 613.3305573115857, 613.2481243243071]"
30,"[656.7129820351768, 600.5578210987543, 597.2764265110067, 595.9917615525095, 595.7063628524253, 595.4877813304363, 594.975999455298, 594.6181518351971, 594.6012216710918, 594.2374816153992, 593.9378512148503, 593.8609446718051]"
40,"[652.0999887463705, 578.8814990179811, 574.8321536827632, 573.4253685056302, 573.1210797981423, 572.9110506717993, 572.4087530378599, 572.0614035362013, 572.0492083901421, 571.69663685008, 571.4080025393985, 571.3395921614945]"
50,"[645.4694522092333, 555.7651843035479, 550.1590918923357, 548.4325363140546, 548.1140628771403, 547.9161575799432, 547.4280843180983, 547.0949641206362, 547.08947842713, 546.752339949194, 546.479448292749, 546.4246338044646]"
60,"[635.9715151347426, 530.7847111847086, 524.9670257305984, 522.9493634485467, 522.6132840210807, 522.4283813975651, 521.952802280883, 521.6341882940588, 521.6337079839054, 521.3134736703738, 521.0574936552987, 521.015476331343]"
70,"[626.1724150489033, 505.131147416999, 498.71453114160323, 496.5822160764557, 496.304462616617, 496.19378410607874, 495.77428095820557, 495.49346405390656, 495.49675750345057, 495.1933541479647, 494.94571297715345, 494.91732820566665]"
80,"[613.2038791607321, 478.83751886939046, 472.58333699718804, 470.49423356681496, 470.26335828795675, 470.2749157307727, 470.04837946786233, 469.9361704829703, 470.0295410508074, 469.7933752534839, 469.5955348575496, 469.5857320602134]"
90,"[598.9007979231183, 451.1812991112765, 446.2811354229661, 444.83562921245493, 445.1783412389871, 445.6533929731975, 445.6872762864975, 445.70446897921744, 445.8778712796265, 445.74163799504436, 445.6834166877632, 445.81177708936144]"
100,"[584.0656491622262, 424.44634925901636, 421.98295373679304, 421.57207653021567, 422.2416171383205, 422.9193998056403, 423.0794862519599, 423.1772240575977, 423.4426255305424, 423.46586004100965, 423.5728823732977, 423.8370803075241]"
110,"[568.7008061436948, 400.61628878710945, 399.29812363446763, 400.13093231108974, 401.3017926720884, 402.37657152712643, 402.858997552316, 403.1950938203581, 403.59569768656263, 403.8124506951913, 404.15044195176745, 404.72165612926403]"
120,"[550.97374297745, 379.71162832633695, 381.83064508668684, 383.9286690023977, 385.3773072549705, 386.69663446689793, 387.4072866842105, 387.8217874470906, 388.2540861109655, 388.5857986645533, 388.9775314805201, 389.7039650832601]"
130,"[532.0425532181914, 357.0830597273462, 362.1729325639717, 365.2676524201653, 367.47554934352445, 369.79348540839374, 371.48067351494353, 372.5222886441269, 373.37308800458635, 374.30792846805974, 375.34484315532586, 376.79185961809463]"
140,"[518.6588262037093, 339.4075050042832, 344.0143175428837, 347.3183260170864, 350.4750564879511, 353.93774762545513, 356.60552439643914, 358.32824255804564, 359.8442307950732, 361.5261072964611, 363.0217482046, 364.31912582452105]"
150,"[506.0648992347832, 324.2077344615869, 323.7751645632524, 325.93052314904384, 328.9603985339583, 333.0363433440224, 336.60358551204735, 339.2313425201955, 341.2745841231362, 343.2769037944546, 345.4525979799476, 347.61086180769826]"
160,"[491.29645855311253, 309.8774413757921, 305.7888479590582, 307.88564568777275, 311.4799403158138, 316.76762312033117, 321.51651770280756, 325.2359349596685, 327.9650763133045, 330.80243193577024, 333.5791525772554, 336.03602589191814]"
170,"[491.8669747551555, 302.6760160508511, 298.5452449977506, 302.84503763085166, 307.49423288244566, 312.4016512369365, 316.97487614637726, 320.6752432705174, 324.1128393728184, 327.62951624266213, 331.0627989967245, 334.24607358370844]"
180,"[479.40596241765104, 296.6789147732316, 295.4100530427476, 299.4618264387969, 303.5907193337181, 308.0333584024813, 312.11829756124445, 316.05433302329766, 319.55939094747265, 323.0557226504814, 326.5919995851073, 329.9708013278147]"
190,"[473.6510386712998, 291.627120928146, 289.3569334356068, 292.7884647520038, 296.49626592412, 300.79280430859484, 305.3392607676494, 309.68910440830473, 313.4070640847219, 317.6615778631643, 322.2297099244079, 326.6639184430173]"
200,"[467.5432989434636, 288.8118704215108, 286.8437063978688, 288.4813299514154, 290.1112596453124, 292.60870010797504, 295.81572706476214, 299.7139886905889, 304.23269184629277, 309.1735350993015, 315.0039635736304, 320.9364987304513]"
