iteration,trainLoss,trainRMSE-avg
0,231113.33,480.74
10,203360.97,450.95
20,189238.84,435.01
30,174286.2,417.47
40,158544.72,398.17
50,142447.66,377.42
60,126495.39,355.66
70,111302.67,333.62
80,97693.05,312.55
90,86734.43,294.51
100,78758.13,280.63
110,74283.38,272.5
120,72027.46,268.18
130,70658.28,265.52
140,70012.57,264.27
150,68801.01,261.96
160,67380.1,259.37
170,64833.586,254.38
180,64217.004,253.23
190,60836.96,246.42
200,59080.04,242.76
210,56950.7,238.37
220,56366.02,237.08
230,54778.46,233.74
240,53738.496,231.49
250,53547.32,231.08
260,52152.906,228.1
270,52545.383,228.9
280,51164.3,225.9
290,50576.42,224.61
300,50051.555,223.41
310,50740.105,224.91
320,51356.168,226.17
330,50333.117,224.01
340,54032.793,231.72
350,49544.453,222.18
360,48019.555,218.82
370,48939.285,220.79
380,48941.48,220.81
390,47644.523,217.93
400,48174.965,219.1
410,47412.56,217.36
420,47827.27,218.27
430,47323.36,217.12
440,48508.203,219.68
450,46690.453,215.71
460,45361.07,212.64
470,46018.598,214.09
480,44224.363,209.99
490,43931.37,209.29
500,43026.9,207.15
510,45029.62,211.79
520,43009.29,207.08
530,43245.785,207.61
540,41821.297,204.21
550,41660.605,203.83
560,42081.605,204.83
570,40523.434,201.05
580,41767.87,204.09
590,42206.965,205.03
600,40784.9,201.64
610,39389.734,198.23
620,39852.188,199.34
630,40529.105,201.0
640,41230.527,202.73
650,38532.105,196.06
660,40131.383,200.05
670,38201.08,195.23
680,39596.477,198.71
690,38633.78,196.32
700,37431.445,193.25
710,37712.07,193.97
720,38175.723,195.13
730,37665.17,193.83
740,35753.867,188.92
750,37768.816,194.15
760,36650.816,191.24
770,36004.746,189.57
780,36583.203,191.01
790,35935.66,189.36
800,35254.94,187.59
810,37569.766,193.56
820,35866.67,189.19
830,36686.83,191.33
840,35772.508,188.96
850,34532.84,185.69
860,34680.67,186.07
870,37886.293,194.35
880,35101.395,187.16
890,34194.113,184.78
900,34443.93,185.43
910,34181.38,184.75
920,34293.055,185.03
930,33390.266,182.59
940,37966.66,194.41
950,33103.73,181.81
960,33209.547,182.11
970,34858.516,186.54
980,35488.098,188.18
990,33042.34,181.66
