iteration,trainRMSE
0,"[555.3301881243123, 550.7456074377683, 552.453259347075, 554.161636233996, 555.5252653255441, 556.3998433613696, 557.0424724943624, 557.48131966944, 557.5666992499358, 557.3217025970858, 557.024964285225, 556.7652289347301]"
10,"[357.43882955721165, 338.53517513321174, 336.70297118439146, 336.5988255353015, 336.7297613567132, 336.6897078110298, 336.712178639662, 336.83019073018943, 336.8780863159941, 336.89011946939763, 336.9021646523265, 336.89806111427384]"
20,"[320.7396675185012, 308.64140416703435, 309.44336852412295, 307.5210076250786, 305.8013751751714, 304.6768378133161, 304.4416184334168, 304.7492608728411, 305.1986423419743, 305.6399502018244, 306.0124246607659, 306.4929212184827]"
30,"[293.3643952143268, 285.39331251265907, 290.53015714933025, 290.6907279119497, 287.8073004003804, 285.06344661785937, 284.4399648750975, 284.73549638862403, 285.27863238238, 285.8449491581477, 286.3344681110626, 287.01699549774685]"
40,"[269.1436145225365, 264.1308824494101, 272.1380136465538, 271.72826689257084, 267.86318073216984, 264.72816372903463, 264.3997391398087, 265.2123359871932, 266.35471274869053, 267.4613767100431, 268.44492914734303, 269.73746898494755]"
50,"[249.4775676621941, 245.5817929717101, 258.7217318485129, 260.18016853612767, 256.8848142499297, 254.4346843240678, 254.13777256107323, 254.65042430788193, 255.44859845642955, 256.2939959760988, 256.9505923164255, 258.03360199762625]"
60,"[231.89042782780263, 236.73620400819237, 252.88502524471744, 254.25590697993485, 252.69048276649568, 251.88265762829468, 252.8826118967734, 254.50918151749912, 256.42633970561474, 258.39065939186696, 260.023555756184, 261.93440279453444]"
70,"[251.9476310448341, 241.87506623392193, 248.942459890285, 250.1350894199487, 249.74305351868293, 249.73624348881185, 250.67839966756532, 251.7753493605206, 253.10881841177954, 254.8704962816576, 257.19646007819546, 260.0615046832095]"
80,"[233.2388141706266, 223.5919741070807, 234.3312880661941, 239.9933854660762, 243.6126648817157, 246.4397011718393, 248.9302845418142, 250.40205290695724, 251.95498683525636, 254.03613648201724, 256.34764979527, 259.36427784386376]"
90,"[247.0035040451855, 239.2171858927398, 240.26965149008603, 239.69299277726668, 240.9067321826026, 243.62646190695372, 246.4666147494652, 248.6098423397305, 250.52914550616873, 252.45854372098273, 254.1556976839426, 256.42527531048825]"
100,"[229.02205288439433, 214.982667210813, 220.88162630009703, 228.15159284041894, 233.7876984830329, 238.7538015728535, 243.00330199596502, 246.3959999446315, 249.1831310854903, 251.67556855349002, 254.2739590467925, 257.6716861806628]"
110,"[246.33210315181336, 244.45201785405246, 242.15840330462626, 236.9725281102368, 234.4035648553434, 236.21491101843478, 240.7119042962123, 244.68905860283576, 248.42860658572883, 251.69546092882752, 254.95909062656065, 258.9413731677673]"
120,"[222.6119747468186, 213.6598387336341, 221.52325902707022, 229.23568699363713, 233.79243638943396, 237.82068595063868, 241.68993308567758, 244.74967028747102, 246.9570670479593, 249.41125382319797, 253.11413509445987, 257.8328057639353]"
130,"[226.2089298869249, 217.10129370549416, 211.93188456079682, 211.42045717209353, 215.70827828021007, 223.06680129797772, 232.50075626205614, 241.79783258863515, 249.0746980731081, 254.25645807538356, 257.30339511355095, 260.5808295407217]"
140,"[212.53093678805746, 204.72261548130757, 210.77612641724792, 217.08489113202145, 224.01260154626192, 231.8462605993702, 239.572026699147, 244.67311894469174, 247.83924712513902, 250.9283681137836, 254.7784787581099, 259.6572743058191]"
150,"[209.99285515163325, 205.51117155678972, 208.7799049781746, 212.574181346165, 216.6215549587134, 223.4817098526115, 231.54866736629523, 237.7094059939076, 242.14190121883337, 246.15597298725658, 251.22046147845884, 258.2651758518903]"
160,"[206.94607856740845, 206.35874786921488, 211.83867466667283, 215.21885303345397, 217.42384329710495, 221.87848302665347, 229.15400622979942, 235.25637722180687, 239.29892508114455, 243.3220173065507, 249.38634564509294, 258.4683548699231]"
170,"[200.11890370513296, 198.3103967895178, 202.24612005914898, 204.15737207317883, 207.3703210810898, 214.2206973646114, 223.98796913092596, 233.09933955607892, 239.62426685186475, 244.82171285627757, 251.61836957840097, 260.4495516242498]"
180,"[220.90218896982134, 217.86892413154516, 217.16086327082488, 210.75685596998656, 207.47047834881957, 211.6963984709778, 220.31567329020203, 228.83949924306216, 236.4238964365365, 241.75546485511427, 247.03001582317432, 255.24579404182577]"
190,"[202.45362087927748, 194.27840826826386, 194.23978341938258, 194.1719440328461, 198.46950083643276, 207.60974609567018, 219.34712403502758, 228.27669445484398, 231.82638787387035, 232.7526216751459, 235.42773545889952, 243.58399848215618]"
200,"[198.61275115719496, 196.30004987634118, 200.65336795246964, 201.05364297064756, 202.76510794575537, 208.713535380463, 217.25017001197142, 224.69480782859074, 228.62195387267153, 231.26660925396638, 237.40229289915624, 249.63811022123323]"
210,"[193.58846550476733, 188.122517036488, 191.31810624052878, 192.28835516435583, 196.34932202527293, 205.73144384743688, 216.10114378839543, 222.51727838226287, 223.10870996409398, 222.2961961434597, 227.54985394859384, 242.23417417618703]"
220,"[193.97912663824889, 189.05198341187074, 191.61205279425388, 189.52917604081216, 191.70585456990457, 202.28798682999758, 217.120276216731, 226.15281029298305, 227.93943373148824, 223.95957768305547, 222.13104075417087, 232.78747846346857]"
230,"[200.9054932532014, 201.15018721008323, 213.80015268605484, 219.56139397712195, 223.73453726974788, 229.16539049970473, 235.67391677939978, 240.313054734974, 242.69731093169122, 243.31614265551158, 243.2203180400357, 245.96785884224016]"
240,"[191.73749629618598, 184.48892468500583, 187.69315280859863, 186.3776459409467, 186.6268061762933, 195.90581701874234, 213.60842951118806, 224.82994609742963, 224.90108509381233, 220.3696165511582, 221.6985876165023, 237.63954511814217]"
250,"[186.09443871711503, 179.83297275958756, 185.37417853452249, 189.69873507780687, 195.473708057666, 207.56131177762848, 221.23269276734945, 226.52749756804698, 224.2138752703986, 223.23729508935736, 229.37866469900467, 244.59410398214197]"
260,"[194.69876054367924, 185.5401986933511, 189.62483469062943, 190.4347081766599, 190.1000325186018, 196.36628333568257, 206.6921898387962, 212.5395068535075, 211.12117407324112, 209.991034671832, 215.84206867260428, 229.52500322228303]"
