iteration,trainLoss,trainRMSE-avg
0,143662.58,379.03
10,84196.52,290.14
20,79549.2,281.81
30,76419.87,276.05
40,71065.22,266.44
50,67941.19,260.5
60,66134.07,257.05
70,61951.98,248.82
80,60236.33,245.36
90,59345.76,243.52
100,56349.46,237.29
110,55203.82,234.88
120,54938.152,234.29
130,55710.5,235.79
140,53516.504,231.14
150,49116.86,221.5
160,49614.22,222.58
170,47614.78,218.05
180,45904.293,214.16
190,45021.883,212.09
200,46344.84,215.14
210,44254.57,210.22
220,45531.61,213.21
230,43804.08,209.09
240,42074.844,204.99
250,45153.79,212.3
260,48554.883,219.67
270,41511.79,203.56
280,39555.246,198.71
290,38788.49,196.86
300,39067.066,197.49
310,37267.41,192.94
320,37575.902,193.76
330,39208.73,197.76
340,38426.13,195.86
350,35192.316,187.49
360,34531.316,185.66
370,34110.32,184.56
380,34434.004,185.41
390,32905.36,181.29
400,32910.15,181.33
410,32356.758,179.74
420,32894.465,181.24
430,32858.71,181.16
440,31523.016,177.39
450,32936.53,181.29
460,32778.117,180.93
470,30803.076,175.42
480,31912.844,178.49
490,30624.158,174.84
500,28843.658,169.71
510,31234.97,176.51
520,29742.422,172.28
530,28522.607,168.78
540,29062.555,170.32
550,27878.305,166.86
560,29166.414,170.66
570,27154.89,164.68
580,27915.764,167.01
590,27151.375,164.6
600,25406.482,159.3
610,25765.021,160.39
620,25335.06,159.08
630,27377.0,165.3
640,25226.283,158.74
650,25942.074,161.0
660,25356.516,159.15
670,25125.387,158.41
680,25802.982,160.57
690,24422.541,156.15
700,25340.64,159.09
710,25025.197,158.1
720,24169.57,155.37
730,23612.838,153.58
740,22998.613,151.55
750,22850.746,151.06
760,23139.79,152.03
770,24906.734,157.74
780,23285.732,152.47
790,22642.586,150.37
800,21216.807,145.55
810,22502.395,149.88
820,22607.445,150.19
830,22398.904,149.57
840,21660.64,147.07
850,20988.695,144.79
860,20262.893,142.25
870,20793.627,144.06
880,20052.213,141.49
890,20509.4,143.12
900,21319.393,145.95
910,19132.34,138.18
920,19525.37,139.63
930,21530.014,146.61
940,19215.156,138.41
950,19944.396,141.06
960,22146.238,148.68
970,19978.197,141.25
980,18260.76,134.98
990,19344.525,138.94
