iteration,trainRMSE
0,"[465.66419569339934, 465.58591349115625, 465.7613452078507, 465.9754780891043, 466.30614133450007, 466.5623785273675, 466.8907901126313, 467.2107399526176, 467.5237777238093, 467.7841139197552, 467.94245357617217, 468.0742374061083]"
5,"[392.3736727084768, 390.4433575995304, 390.3757699406568, 390.4737089146021, 390.64653505030134, 390.7256947374078, 390.875502241168, 391.0232791969968, 391.172941071572, 391.2604052771611, 391.26424565934224, 391.26056841600473]"
10,"[381.9475734009697, 380.33447860484, 380.2874082104974, 380.38928484249084, 380.5602127192702, 380.63537541846296, 380.77953126936234, 380.9220301365711, 381.06730420625297, 381.14889668406147, 381.14918970792644, 381.14473771803904]"
15,"[371.84866137902196, 370.1381102263385, 370.0718905424663, 370.1655690155673, 370.3289053241889, 370.39701745899765, 370.5333984375822, 370.6690093047691, 370.8086229219524, 370.8831739270214, 370.8792115588004, 370.8736754160441]"
20,"[361.36576699925075, 359.6120483129677, 359.53257130599866, 359.61612436382836, 359.76982142496223, 359.829499811069, 359.95669129561924, 360.0842012294454, 360.21714712170404, 360.28356429360383, 360.27475184401976, 360.26796962525907]"
25,"[350.6895306705363, 348.9640803964092, 348.8802751504291, 348.9541888774629, 349.09730398779817, 349.1475332363323, 349.26426257284305, 349.3825090859187, 349.5077597282862, 349.5649253571254, 349.55066933047436, 349.54250328829005]"
30,"[339.8105604820422, 338.2204064494626, 338.1480185675918, 338.21315823845333, 338.3442566096149, 338.38368725635496, 338.4882910303761, 338.5957395058148, 338.71199233855674, 338.75851215615995, 338.7380866337082, 338.7283613385318]"
35,"[329.4599677067505, 327.8584699034189, 327.77188756711024, 327.82344422940173, 327.9403925829653, 327.9676489789129, 328.058488262548, 328.15368530128603, 328.2596476366506, 328.2942171693874, 328.2669844784926, 328.2555495296518]"
40,"[319.58270115756716, 317.95854933715435, 317.8549369559532, 317.89083935965334, 317.9915151452557, 318.0050588075941, 318.0802197911398, 318.1613914844866, 318.255500828877, 318.2765860355799, 318.2418169238527, 318.22850404055976]"
45,"[310.339923021409, 308.763969293043, 308.651640040729, 308.67125499814927, 308.7535767290347, 308.75179791838815, 308.80918553498446, 308.87442725245415, 308.95496593613154, 308.96094384282185, 308.91791030606316, 308.9025561508866]"
50,"[301.9941816504822, 300.5035469879117, 300.3819732920178, 300.3819743278145, 300.4427669180892, 300.4236386939692, 300.4607846170746, 300.5078152108664, 300.5727465413261, 300.56175858075375, 300.5096650774282, 300.49209141524295]"
