iteration,trainRMSE
0,"[522.3406952392047, 522.5246848164959, 522.5731098947158, 521.9390261029079, 521.6722169236944, 521.241930353225, 520.9162254701586, 520.8170425424277, 520.7562294024441, 520.6696713817818, 520.7070369321611, 520.8252481522342]"
10,"[402.9755544188609, 394.77759810525487, 393.8707248999785, 393.985033019646, 394.46295488955576, 394.6616149368312, 394.8385292138033, 395.0797458327083, 395.2224321552821, 395.2553869620312, 395.28544141408946, 395.27112190711296]"
20,"[377.271035945445, 367.797806129206, 366.738661350702, 366.7824854914396, 367.24565234361944, 367.4025479238247, 367.51000002902333, 367.6943288214154, 367.8141425778007, 367.8627979120304, 367.913730090908, 367.8997566682301]"
30,"[350.80377115274575, 341.2156255297084, 339.98078742454254, 339.9609156250011, 340.46149975985634, 340.7091290864582, 340.921579420605, 341.1670891506534, 341.30282126658994, 341.33680737088025, 341.3739903155021, 341.3493546878271]"
40,"[328.1146325617665, 317.8974780203023, 316.64324363014583, 316.65105302888963, 317.1195823761961, 317.33083403939094, 317.52717997315807, 317.80709736574596, 317.9840053685679, 318.0552570751579, 318.11708929837187, 318.11607145283006]"
50,"[300.53640090086816, 290.6313192215035, 289.35059161375335, 289.2514835316282, 289.6404922232631, 289.7662466132103, 289.90736019552867, 290.1265805631673, 290.2907136761912, 290.4168878484136, 290.533505270492, 290.56585578952786]"
60,"[277.325085088581, 267.6671307254667, 266.9616323892423, 267.23109634389306, 267.840103475197, 268.04359818876947, 268.24420197560727, 268.51123503920815, 268.67703718572426, 268.7652450030678, 268.9080464417885, 269.03126161875616]"
70,"[256.0766751064119, 247.82983362402612, 247.70315406659634, 248.71257832332225, 250.11615842477184, 250.7187373024171, 251.05100578019008, 251.43016219402196, 251.6765594574039, 251.77699471374652, 251.94662900243378, 252.1392050720726]"
80,"[242.25778840422902, 235.52316168744113, 235.5378678999679, 236.8956783380599, 239.31589041697458, 240.97485604596739, 241.65847892443435, 241.97585320112563, 242.17763872349948, 242.4155085902742, 242.69675849218066, 242.8910791718906]"
90,"[228.78893303150866, 221.84987065866005, 221.93476754054984, 224.2099621918979, 228.44226827001006, 232.08631189733003, 234.20713143502923, 235.1873682071048, 235.61547730906213, 235.87853928250962, 236.15109829106302, 236.46962660714627]"
100,"[218.96194754200195, 211.6426436406245, 211.1005436721367, 213.73299161862263, 219.1175853811698, 225.0700204987897, 229.69645502731726, 231.9105266117075, 232.7474625049217, 233.14064458063768, 233.37964741470228, 233.6474204269132]"
110,"[210.3656465969242, 203.43673469184273, 202.5362096634698, 204.47559001980912, 210.56122608644546, 218.42306592150283, 225.0118479550864, 228.41038324811302, 229.84387797112456, 230.86136470024582, 231.80949161375938, 232.92757972434416]"
120,"[217.22736870539833, 213.69400895746298, 209.69544610087362, 207.55877307741054, 208.9744523206352, 212.17735831519983, 216.3742021660128, 220.63250274528704, 226.3310636875376, 232.70113940512744, 236.84448098039869, 239.01222003336645]"
130,"[202.55229115224898, 199.6122643966364, 197.0367673667599, 195.33212275815401, 196.93910170945628, 202.96271024414708, 210.9834232146217, 218.15908768402, 224.3823087825415, 228.8346057343258, 231.7582226211524, 234.04394579528918]"
