iteration,trainRMSE
0,"[554.4913834407961, 555.1820420264327, 555.5242477922363, 555.749818429004, 556.078531815345, 556.2849621583777, 556.5130775556431, 556.7905694290768, 556.9592737996217, 557.0045958992076, 557.0598010187507, 557.0805039814617]"
10,"[517.804815282986, 446.3440602048593, 439.81205573520765, 438.4483512761045, 438.4631907790944, 438.5630766699012, 438.7231347183348, 438.9469761493257, 439.06663845198113, 439.08480594637285, 439.11182600229984, 439.11674511769615]"
20,"[498.7897089947466, 409.12692308002295, 406.2839012402262, 406.1206513401634, 406.3245931457663, 406.43990056314647, 406.59043840606216, 406.79839794313375, 406.89939755862025, 406.9039286836051, 406.9158007112566, 406.90724433901096]"
30,"[485.12767251275517, 379.761336253115, 375.32926137288223, 374.1664990393605, 374.1894311333737, 374.25592173253864, 374.3701910874348, 374.5408449280934, 374.6049455684105, 374.586731431578, 374.5744534320117, 374.54910875163677]"
40,"[468.0141937750203, 354.2792261008035, 349.12095402240493, 347.96094757728923, 347.9440629305546, 347.9729381635319, 348.048606625508, 348.18073451610985, 348.2099064668971, 348.169931824859, 348.1346758060067, 348.0916039940139]"
50,"[449.64476297220875, 329.6476075673703, 327.126367306807, 326.47424987291237, 326.48627538856323, 326.49935347326544, 326.560630222271, 326.67079053417353, 326.6811140505421, 326.6335880303284, 326.5822102285839, 326.53201042946847]"
60,"[427.56488843826264, 305.86611090010814, 309.9568396524544, 311.66674534714144, 312.3625840419115, 312.24833499880526, 311.97631898729503, 311.6542875979108, 311.2964054067023, 311.0666933960508, 310.93850794521035, 311.0676114575005]"
70,"[404.3136650360785, 286.44557618452416, 298.97604299308233, 303.4388154123115, 304.4504398478919, 304.0801124388349, 303.5657080032572, 303.16294548159965, 302.85925121316427, 302.75609090022505, 302.82102440297734, 303.344720695276]"
80,"[377.27644984056957, 271.47024145286093, 289.7933107633528, 298.2611057668476, 300.86981013906893, 300.57430139805626, 299.5466064607975, 298.4592287425908, 297.53624498007963, 297.03407729557586, 296.933639153946, 297.6951617089536]"
90,"[363.8218643506415, 259.46929808790713, 281.7559824352353, 292.08625582608204, 295.72052810092583, 294.9325988539699, 293.1319415987806, 291.17840470285404, 289.3327894415056, 288.3466433570469, 288.104539315248, 289.6046221898793]"
100,"[352.5362243565327, 246.8339635804854, 272.9970610603491, 283.0386570857555, 284.728809793731, 282.5961436613913, 280.67090070107776, 279.392021362365, 278.124463151755, 277.6106172423689, 277.7861586609168, 279.94924844469074]"
110,"[342.87445767303467, 237.34526862424775, 256.46826316742977, 264.31620435247163, 266.0054458719404, 264.5348085077511, 263.0378745368753, 262.10119902575616, 260.7037228228497, 259.83173823069365, 258.5964153280764, 258.3917543255724]"
120,"[334.2637920613189, 233.50444162559089, 256.7361736158321, 271.3981206262885, 275.4605159595537, 273.0057457423543, 269.7178324644563, 266.3158245494837, 263.4528819871966, 262.41092893067116, 261.11720198562864, 260.24392874932045]"
130,"[326.9030355551568, 229.07925698990965, 246.94418827860665, 254.17456818676808, 256.53863385033327, 257.08519482727235, 257.31688273088156, 257.16593522993423, 256.45718843812017, 255.8969617563375, 254.4897333841475, 253.82071022146928]"
140,"[320.51840942947445, 224.88332622647306, 245.96401544924015, 256.7946685596162, 260.25299712153253, 260.44358499667453, 259.76344200526967, 258.7780158788899, 257.3734906554554, 257.1066334686522, 256.53468414183766, 255.4429257624453]"
150,"[315.9673485681551, 222.8299912343451, 241.28000030856796, 252.36974355562305, 261.43180977096927, 265.38590719068026, 264.7949877257653, 263.2382760594722, 259.734109534596, 257.58158132437336, 254.57643113792832, 252.2104154300063]"
160,"[311.21601305452015, 221.4623027706562, 237.09315499882766, 244.80691684288257, 249.5973430260932, 251.09050380897781, 252.0243898105904, 253.48808910579268, 254.72475318120905, 255.2878159739253, 254.8500918822746, 254.65807564142656]"
170,"[304.81453272624157, 214.00749244858238, 229.61044500435258, 238.54600146794542, 245.95284517413285, 247.89804950155235, 248.6820408726216, 249.82963235159505, 251.18465331726992, 252.22899857826033, 252.72670384372194, 253.2427478632889]"
180,"[302.7336043748831, 210.57750030945348, 224.7385854716287, 234.16571979021953, 241.02921483514933, 243.53065972049885, 245.2398263971215, 246.89191598223763, 248.8087048669576, 250.050330341549, 250.7102614649017, 251.72099819979545]"
190,"[298.74952370794085, 208.40069638537176, 224.26262651430056, 233.28259765173362, 237.45708188050432, 235.15751483422778, 234.53680171698772, 238.64366145921912, 243.89703345096217, 249.83919283821436, 252.9972635420145, 254.28476826351053]"
200,"[296.04666666391097, 206.85587940719452, 225.02470114098074, 233.86786195324098, 237.7150154597685, 238.5521626311194, 240.9755768893529, 243.1721093503652, 245.54013696794965, 247.04480243207064, 247.7052896982465, 249.7041713186555]"
210,"[291.5980248104351, 207.52427725933097, 222.10170325857646, 230.3500598936162, 232.133662541673, 232.702251156823, 238.0637787689426, 243.8127508020658, 249.0036560560889, 251.3601297369155, 250.73358087422974, 251.64693931686404]"
220,"[292.4515403889406, 206.7416303154312, 222.93185734858778, 234.35629160145797, 242.66161510774907, 245.96986477866483, 247.1497297217645, 247.63035778700774, 248.52930985216102, 249.21753990278177, 249.86699668336306, 251.377601694682]"
230,"[287.6982134561403, 206.4560808570578, 224.65429040548244, 234.0230302983518, 237.1436204563754, 236.12400988515324, 237.9720004833565, 241.37990325170236, 244.27683444330157, 246.6019149049722, 249.24281544919782, 252.7085713644384]"
240,"[284.4904469487822, 204.24192437522768, 219.12459178840706, 226.2213292402719, 229.48760101033272, 234.36155207587916, 242.23113190330162, 246.71712833375224, 248.49000658521103, 249.83781636416936, 251.07227263225076, 253.3174133730774]"
250,"[284.02608843382274, 200.8733440036008, 215.4947524999229, 220.90265120203483, 220.1880349194256, 219.5983626605656, 226.0621032660534, 233.72964541815386, 240.93902053218534, 246.51854132275474, 250.30260783919488, 253.54591665494294]"
260,"[281.95727484530437, 198.85005492154355, 214.3505469451914, 224.9803935421139, 229.48876238254033, 228.6378653678949, 227.51165877580863, 229.2951052784551, 233.89997194237327, 241.85789411487005, 249.0308618238303, 253.90348730693702]"
270,"[281.0370490699191, 198.0801194975157, 213.4855158544405, 221.01713375116205, 218.7572444573621, 214.32776150632048, 216.9273269892323, 227.85103595953422, 240.7185035625769, 248.1976194905349, 250.0343697605647, 251.06991760479158]"
280,"[278.2611650444283, 198.57400951087882, 213.02088775682176, 220.8375870057685, 218.80331076658217, 213.14378951865731, 212.4544713994676, 219.43760444136518, 229.10812041906337, 241.83450261331478, 249.95890355002402, 253.54627329566924]"
290,"[278.7744120467815, 200.50429059637887, 215.05770617838445, 222.69954046579238, 221.88575654860387, 216.98298331759395, 218.37030480848458, 226.33260580132477, 234.1098040785002, 244.2731921423797, 251.6895732868081, 258.31952216812846]"
300,"[273.21803793358856, 198.6753305759137, 212.8566283306103, 217.22767141244518, 213.2662208404808, 209.39705004244578, 213.84157909120879, 222.08922841905235, 228.32212788157398, 234.78110707849433, 238.71999980901654, 244.13324361372003]"
310,"[270.83499300049994, 198.09910972872368, 213.07173079487532, 222.95750076089678, 228.5987795408515, 237.29626305857624, 247.81322109260867, 255.05920855091287, 258.8269086903654, 261.6771154532495, 263.4085269212672, 265.37089658656396]"
320,"[269.5050444086545, 195.0423871409217, 209.9081884603689, 215.13118073928925, 212.0625813853287, 208.51968013095453, 211.33771770214, 218.14362473087624, 228.35712117572632, 240.36752701123336, 249.29889438929004, 253.45748344836667]"
330,"[271.5484917916073, 199.30219592856068, 213.63970286930936, 219.38063246110275, 216.93651106784299, 213.09644039642745, 211.99683401269496, 217.35079373541754, 226.4675166994383, 237.7945134125388, 249.82384085463497, 260.68820642170107]"
340,"[267.5117246505461, 196.07068714505985, 210.08188801973205, 214.6271782273119, 208.6453563008422, 204.86556603163933, 208.27172665302064, 216.40677307422905, 226.39694278835796, 237.00472858606017, 243.98555104316472, 248.6820597682153]"
350,"[263.00716885109506, 196.21655590111462, 212.92801641579138, 220.13578575598828, 217.92808201312607, 214.0129549275979, 215.69577337427063, 220.94416928634703, 228.9520862897541, 237.26025785975415, 244.26317628453842, 249.56450800373148]"
360,"[261.00292956359704, 195.39506910879118, 210.44833613468867, 215.25118982195983, 211.53163903478895, 210.5108677388488, 215.62574710306973, 224.32498079401833, 235.70182183964764, 249.21480160124685, 256.2646537640073, 256.66202777520596]"
370,"[262.44989418602376, 195.17081465646604, 211.7948456868566, 217.83425748661313, 214.99937116570712, 216.55835047518698, 223.89667190825924, 233.31212262465172, 244.15171782640397, 256.4813092581823, 264.77622117669887, 267.2975223086733]"
380,"[258.797770994398, 193.31029103030673, 209.01658683528473, 212.95700145230109, 208.40902893154242, 206.49783217055455, 212.9880382128639, 219.56285580931728, 228.93898451291693, 237.8872475622792, 244.64527533360626, 249.39595373250336]"
390,"[261.8019329968594, 193.27643292674017, 208.78999948803286, 212.52487374760494, 209.26144301387922, 207.1982136457979, 213.13364415958063, 220.86538410450396, 231.139531494975, 241.24687694462332, 244.52421417136273, 241.50616683901637]"
400,"[260.1952602963326, 198.37814418439385, 212.41705967134635, 219.65928344884398, 221.85423278420606, 222.6536122344318, 226.54121262193453, 232.79954017599337, 239.88623033044715, 245.35439622596854, 247.72592514548055, 248.51479519086178]"
410,"[256.3663031992967, 194.35776460239586, 208.67872827044695, 211.96856015989252, 209.20187318079397, 208.2817152757395, 213.41750994415693, 220.45011592860914, 227.78611703646808, 235.08405402552953, 241.4537180743187, 242.21989209856287]"
420,"[254.5525377841065, 192.1524692371205, 209.10807304260692, 213.34844374651672, 207.76264459806973, 204.36950951563014, 210.04089626920762, 217.17986808598607, 224.42009675296228, 231.26460671332237, 237.4734702936558, 245.87435486340956]"
430,"[249.86555654532026, 195.02273286170822, 208.3409638217215, 210.4999737822931, 205.12376399314954, 201.4387839198494, 207.36556843652514, 216.74478113346015, 227.05586077276604, 235.08670592459012, 236.44000481063168, 235.4027690830247]"
440,"[247.3743336529692, 194.2342712142994, 209.29237984656626, 217.48274649744013, 215.28452284926158, 209.9922147665278, 211.8762930258375, 219.51463564157407, 231.56984955808787, 245.10887389362583, 252.58948098956873, 255.28281174220905]"
450,"[244.9942283417601, 192.54560248586557, 209.867843027406, 212.6062754612543, 208.92623751345045, 204.32309874507627, 210.01790499700095, 216.69701915248777, 224.85661355302415, 230.47828566021417, 230.09135625758594, 225.89339822780778]"
460,"[240.94418962979418, 189.46804890966158, 204.95710393601112, 207.58867412853996, 202.60835512487117, 198.15035512141154, 203.97321527754724, 214.23582696167995, 224.52517214729747, 232.20294862782848, 233.39310736897528, 229.71936731338513]"
470,"[240.00576417310415, 193.63071564681192, 205.75050779598484, 207.34618682139003, 201.8603363175076, 197.80692395037576, 203.7633969897262, 213.50886183573041, 222.69212801649826, 229.38271478581905, 229.72479717352002, 226.26296544962264]"
480,"[236.5162199696568, 190.40007648366694, 205.34030720628766, 208.6899163284818, 201.39234993941966, 194.22687789352767, 200.77496646642115, 213.445387056421, 224.56361622522752, 231.70831976076363, 230.77880153526874, 225.31949974136396]"
490,"[236.39295701766378, 189.8377793806527, 204.3729146894722, 208.33139925441387, 203.30999115202198, 197.76885151986767, 202.1088106418074, 211.66314376255403, 221.56288627973933, 230.16269342011017, 230.9124128946918, 223.20873534812938]"
500,"[236.08665417365222, 187.97555750763152, 202.30871527669538, 205.6532365769713, 201.63256910621732, 197.20408345188548, 202.66748505958844, 213.1819027609408, 223.2366102072082, 230.3793002516596, 229.66025931624978, 224.5303420449426]"
510,"[232.5161900016877, 188.5089774237577, 200.90035601956652, 203.200238895401, 198.77943346363645, 196.8832042939793, 205.9605294852302, 215.94440893148732, 225.33676146760544, 229.51593241691822, 227.95914270152, 221.663209898814]"
520,"[228.72634940277, 185.1029958532113, 200.9317846176359, 204.1463778582539, 199.38598749936725, 194.32366993731588, 200.63737052656256, 212.89077153064318, 222.32762102669992, 229.03677542682794, 228.68524502329916, 221.35105059457453]"
530,"[226.25817373102888, 185.25982651423962, 201.81502611943188, 205.27358018476423, 199.04052509763318, 192.02632826870433, 197.8063384889482, 211.27435235830316, 222.8259517779367, 230.97457763504315, 231.6316303489009, 226.14096701330138]"
