0,trainLoss,trainRMSE-avg,testRMSE-avg
1,114518.88,157.8335,168.7957
2,80534.61,157.8343,168.7964
3,74413.21,157.8355,168.7934
4,72668.22,157.8351,168.7932
5,71973.6,157.8356,168.791
6,71650.15,157.8352,168.7863
7,71460.43,157.8347,168.7848
8,71325.37,157.8351,168.7842
9,71213.18,157.8347,168.7938
