0,trainLoss,trainRMSE-avg,testRMSE-avg
1,59594.85,155.3663,59.8215
2,51916.49,155.3801,60.1422
3,50809.82,155.3179,59.9195
4,50358.9,155.2885,59.6697
5,50057.99,155.2747,59.7033
6,49779.0,155.2568,59.5924
7,49517.08,155.2647,59.6648
8,49263.42,155.2728,59.6012
9,49022.84,155.2807,59.703
