iteration,trainLoss,trainRMSE-avg
0,144906.2,380.66
10,96165.35,310.1
20,90312.71,300.52
30,86683.49,294.42
40,85998.78,293.25
50,85870.86,293.04
60,85762.055,292.85
70,85354.93,292.15
80,81570.766,285.57
90,74587.31,273.04
100,67675.99,260.08
110,63093.996,251.09
120,60306.38,245.35
130,59020.156,242.62
140,54934.258,234.26
150,57680.496,239.94
160,50898.88,225.49
170,50411.363,224.36
180,48996.086,221.16
190,44648.473,211.16
200,45928.742,214.16
210,41867.676,204.46
220,39641.297,199.01
230,38340.445,195.71
240,44610.02,211.03
250,37128.527,192.61
260,36760.215,191.66
270,36349.1,190.59
280,34607.414,185.98
290,35665.406,188.75
300,34061.953,184.5
310,31632.807,177.8
320,34227.543,184.89
330,29140.889,170.66
340,28061.523,167.48
350,28078.87,167.54
360,27393.22,165.48
370,26550.031,162.87
380,24585.863,156.77
390,24904.242,157.8
400,23982.564,154.84
410,23737.043,154.04
420,23745.113,154.06
430,26993.158,164.25
440,24433.127,156.27
450,22543.408,150.12
460,23835.383,154.36
470,21149.498,145.4
480,21944.336,148.11
490,21737.64,147.41
500,21053.938,145.08
510,18682.582,136.66
520,18945.441,137.63
530,21615.309,146.95
540,18437.203,135.74
550,18616.13,136.41
560,18600.297,136.29
570,18635.412,136.49
580,16931.234,130.1
590,18103.037,134.51
600,16000.043,126.45
610,16004.338,126.45
620,16777.412,129.5
630,16075.68,126.77
640,15278.921,123.55
650,14604.45,120.79
660,14613.829,120.83
670,15940.274,126.22
680,14239.396,119.29
690,14398.457,119.95
700,15027.726,122.54
710,14656.775,121.02
720,15095.13,122.81
730,12547.15,111.95
740,12232.044,110.5
750,12524.378,111.85
760,14474.981,120.24
770,12878.055,113.4
780,13805.316,117.44
790,12959.789,113.8
800,17740.938,132.97
810,13680.3,116.87
820,12596.701,112.16
830,16543.525,128.18
840,13717.171,117.07
850,10872.428,104.15
860,10178.967,100.78
870,10655.859,103.12
880,10999.415,104.8
890,15569.871,124.52
900,11875.896,108.82
910,9522.555,97.43
920,10149.629,100.61
930,15362.273,123.63
940,12716.843,112.66
950,9259.604,96.07
960,10131.027,100.39
970,8433.329,91.58
980,9585.262,97.76
990,8983.1875,94.5
