0,trainLoss,trainRMSE-avg,testRMSE-avg
1,81317.93,192.1372,72.8993
2,77112.08,192.1581,72.7522
3,75569.74,192.1299,72.7513
4,74237.04,192.1982,72.5656
5,73419.15,192.1735,72.641
6,72811.28,192.1529,72.6654
7,72328.63,192.1533,72.6675
8,71940.94,192.1434,72.6916
9,71637.97,192.1379,72.7132
