0,trainLoss,trainRMSE-avg,testRMSE-avg
1,280594.01,272.0742,128.288
2,248163.51,272.6152,129.062
3,233525.19,272.917,129.5984
4,225865.27,272.6468,129.0756
5,221830.84,272.6338,129.1092
6,219687.67,272.2157,128.2928
7,218545.68,271.888,127.7748
8,217929.53,271.7612,127.6745
9,217582.01,271.7448,127.6889
