0,trainLoss,trainRMSE-avg,testRMSE-avg
1,127054.51,143.713,181.0063
2,81178.45,143.7331,181.0235
3,64364.62,143.7608,181.0543
4,61177.2,143.7527,181.0401
5,60526.55,143.7316,181.0174
6,60347.28,143.7215,180.9919
7,60277.56,143.7192,180.9864
8,60239.23,143.7186,180.9887
9,60211.34,143.7183,180.9742
