iteration,trainLoss,trainRMSE-avg
0,66943.31,258.74
10,34615.14,185.19
20,27510.639,164.72
30,23415.928,151.87
40,20824.967,143.64
50,18890.293,137.12
60,17327.88,131.47
70,16485.64,128.28
80,15763.792,125.46
90,15122.957,122.87
100,14524.359,120.44
110,14125.791,118.79
120,14058.228,118.5
130,13543.091,116.32
140,13611.567,116.6
150,13103.9795,114.41
160,13260.935,115.06
170,12759.671,112.88
180,12491.654,111.7
190,12286.662,110.77
200,12398.299,111.27
210,11943.8125,109.2
220,11811.332,108.59
230,11489.093,107.11
240,11218.053,105.84
250,11316.99,106.27
260,11170.476,105.58
270,10892.951,104.27
280,10319.323,101.52
290,10283.141,101.31
300,10452.848,102.12
310,10075.695,100.32
320,9541.861,97.63
330,9371.864,96.75
340,9894.987,99.4
350,9123.238,95.45
360,9846.069,99.16
370,8870.611,94.15
380,8756.657,93.54
390,9072.009,95.19
400,8361.004,91.41
410,8391.423,91.57
420,7976.313,89.27
430,8026.93,89.56
440,8200.012,90.5
450,8038.5723,89.62
460,7497.36,86.55
470,7556.5986,86.9
480,7513.492,86.65
490,7148.7056,84.52
500,7073.706,84.08
510,7282.6313,85.3
520,7222.2314,84.95
530,7446.8613,86.26
540,6968.5728,83.45
550,6909.553,83.09
560,7101.06,84.24
570,6546.5464,80.87
580,6566.842,81.0
590,6491.2896,80.53
600,6729.2812,82.02
610,6598.521,81.21
620,6693.7056,81.78
630,6205.797,78.74
640,6301.791,79.35
650,6246.2275,79.01
660,6598.0947,81.2
670,6188.58,78.64
680,6082.431,77.95
690,5849.955,76.43
700,5897.5815,76.75
710,5723.4663,75.59
720,5770.7285,75.92
730,6429.6816,80.16
740,5863.7705,76.54
750,5603.5366,74.79
760,5521.489,74.22
770,5807.2183,76.17
780,5431.8066,73.62
790,5339.6885,72.98
800,5303.1123,72.73
810,5482.979,73.99
820,5512.562,74.19
830,5276.26,72.56
840,5144.208,71.62
850,5273.984,72.54
860,5153.369,71.7
870,6001.171,77.43
880,5308.689,72.81
890,4846.287,69.47
900,4863.4785,69.61
910,5301.448,72.76
920,4945.3857,70.2
930,4668.981,68.17
940,4905.494,69.94
950,4956.9126,70.32
960,4833.936,69.43
970,5070.2573,71.14
980,5039.2407,70.93
990,4551.9775,67.3
