0,trainLoss,trainRMSE-avg,testRMSE-avg
1,174484.47,162.3649,156.6304
2,140160.42,162.2946,156.5271
3,113179.29,162.3151,156.5579
4,92778.43,162.3527,156.5536
5,77996.52,162.4084,156.5699
6,68325.76,162.4457,156.5418
7,63275.81,162.4656,156.5262
8,61380.07,162.4946,156.5319
9,60793.36,162.4996,156.5509
