0,trainLoss,trainRMSE-avg,testRMSE-avg
1,141065.04,266.2709,312.3026
2,137699.93,266.3481,312.4089
3,136769.77,266.2711,312.3465
4,136462.44,266.2371,312.4135
5,136391.16,266.2283,312.4014
6,136370.91,266.2281,312.4039
7,136353.89,266.2272,312.4029
8,136336.99,266.227,312.4045
9,136320.22,266.2266,312.4046
