0,trainLoss,trainRMSE-avg,testRMSE-avg
1,248764.73000000001,234.84989999999999,148.04660000000001
2,154445.70999999999,234.86799999999999,148.26310000000001
3,121621.07000000001,234.8954,148.4434
4,110328.78,234.94720000000001,148.5539
5,105110.2,235.01419999999999,148.7619
6,101882.92999999999,235.05289999999999,148.85380000000001
7,99577.589999999997,235.0966,148.9616
8,97909.350000000006,235.1207,149.03970000000001
9,96603.820000000007,235.13409999999999,149.155
