0,trainLoss,trainRMSE-avg,testRMSE-avg
1,36832.59,176.4256,99.1646
2,35484.9,177.6471,99.6424
3,35235.93,174.3669,93.8459
4,35097.05,172.5635,90.0196
5,34984.45,171.5622,88.0887
6,34878.91,172.6216,89.9367
7,34775.76,172.7603,90.1568
8,34672.78,173.7396,91.9795
9,34568.6,174.0993,92.4598
