0,trainLoss,trainRMSE-avg,testRMSE-avg
1,187323.56,168.779,164.1258
2,146610.16,168.7703,164.0687
3,115120.04,168.7704,164.112
4,91867.02,168.7696,164.0764
5,76581.15,168.7702,164.0757
6,69115.02,168.7712,164.0764
7,66768.63,168.7743,164.0313
8,66172.39,168.7925,163.9838
9,66007.03,168.8104,163.9382
