iteration,trainRMSE
0,"[270.12828281504335, 275.52646131700004, 278.70849456359, 280.10077681481187, 280.4069089062094, 280.4125988783264, 280.2975633626168, 280.1928917325039, 280.11908580589477, 279.91574521402794, 279.89217977349495, 279.7663716556287]"
10,"[231.95371132050016, 204.32671705969307, 208.06043713933653, 211.47996699570822, 213.53084658033566, 215.5844107531547, 216.53837742934516, 217.28686537978825, 217.55124529288608, 217.59130255045216, 217.90463815988886, 217.9790634070114]"
20,"[223.88728099921988, 190.12926092655755, 194.48505671466722, 198.45334761020487, 200.7425130755083, 203.0959428448306, 204.34097529511064, 205.6901032474963, 206.69150132184018, 207.7136164892833, 208.88582199822358, 209.96445254699734]"
30,"[216.9149345564805, 182.1390535016209, 184.2263390803786, 185.67036253498253, 187.33518439463182, 189.3060632801336, 191.2345196657696, 192.7222814896295, 195.2329987032934, 197.63298511614514, 200.47228854600235, 203.6840382385598]"
40,"[213.60323086795285, 179.97796157294496, 182.29903216435284, 184.46457655491602, 184.44510008718262, 184.40567020312585, 184.56121991623704, 185.26401629522474, 187.02593828325652, 189.34578183787806, 191.85149972457796, 195.79229892334064]"
50,"[209.2098861420493, 174.12312163555737, 174.80799058484146, 177.87366435867276, 179.27964248480274, 179.70516236995152, 179.51895842567217, 180.07804107604557, 181.30088179200206, 182.26620622473396, 184.36768757558715, 187.9425785958188]"
60,"[203.73101018079524, 170.23057911050864, 171.0709532868065, 173.78034839101738, 174.64353037751172, 174.3731250284232, 174.2085089427166, 174.54182594968086, 176.36240959960026, 178.1974336181478, 181.61121696950738, 186.2127784641011]"
70,"[202.4076195508171, 169.5187825128858, 170.42485643786503, 173.37213900770615, 174.1894337738878, 173.25698691516104, 171.8278933970038, 171.6351744275045, 172.95150652139796, 174.99859944557235, 178.93020957449383, 184.91427598054642]"
80,"[199.42355908256116, 167.47669075730624, 169.63226935625644, 174.43818758452036, 176.39752217599394, 177.60866904074925, 176.8042132057104, 175.69640944585174, 175.28080189487724, 175.6783943887891, 177.67166105647746, 182.12021842211377]"
90,"[197.7602534294241, 164.65253456708058, 165.33462718301843, 169.88783651801802, 171.1717806036924, 171.95714144932074, 171.50036958380701, 171.42466235770752, 171.6116430762915, 172.54124119625843, 175.22090065897822, 180.17682197503117]"
100,"[196.0952000024221, 162.93551154655236, 163.498383377193, 166.72994853391336, 167.34671669478467, 166.85505806993703, 164.73495980459703, 163.33584211443474, 163.0571238528228, 163.96028160944826, 167.46215800089655, 173.463002337957]"
110,"[194.1637764826631, 159.98004706277075, 161.3504889307543, 164.56680775776186, 165.4227514441381, 163.17896149245536, 161.62026231218067, 160.22732666533378, 161.53838824417875, 164.224987577521, 168.20118664923507, 175.5162006895099]"
120,"[193.889045937719, 161.2617689088345, 161.39503430715112, 166.4677672237408, 168.5481108480051, 171.27890122477893, 170.33895617000184, 169.20592675290453, 167.75230297653658, 166.50075770645648, 167.7867098617322, 172.22346814052594]"
130,"[191.1358711876616, 158.68481621849824, 160.38062860608105, 163.65155951170934, 165.09006411339877, 164.54186430235757, 163.59260280804492, 162.98288815463982, 164.03884310241438, 166.3921681929553, 171.41036166276163, 178.7884445793791]"
140,"[190.447127311897, 156.8827268360973, 157.11684026147987, 160.13782294603428, 159.51689730804608, 158.82376214123218, 157.47801084273434, 156.43247191949936, 156.94306897295175, 158.19638557035745, 162.98240936444438, 169.99694716948852]"
150,"[187.57358536989588, 155.71277310345718, 157.33029087174825, 160.7257877846894, 161.25486833770844, 162.53232355311084, 161.96835695138603, 162.83006449569552, 162.44792989146782, 163.0250383715001, 166.8851343086206, 172.8618461483468]"
160,"[186.5031877934487, 154.63808950055113, 155.65353820485782, 160.1647678070161, 164.75008388629024, 169.01185509304764, 169.68522980759573, 168.71200591431364, 165.75937064648, 163.8694289275447, 163.42683856766857, 167.15284662583358]"
170,"[185.15023531204986, 153.85839918374518, 153.309817938946, 155.82698898836614, 155.31358284372072, 154.30169963632898, 151.88397399414433, 151.41361491604604, 151.99296831172603, 154.07227993277047, 160.10121281745555, 167.5725971111577]"
180,"[183.5264273773411, 152.25873500669115, 152.02883234839294, 154.0786140370418, 154.18374655488802, 153.97613292245822, 151.36493475992793, 150.05977281240013, 148.2606537325808, 148.19608567429205, 152.20215612467516, 158.6576854838902]"
190,"[181.96076942043194, 150.69377925345333, 149.96855835085978, 151.9300838020557, 151.29958493911707, 150.9395749116309, 149.19838280462253, 148.49915434722362, 149.15963228203353, 149.4297565181275, 151.56029024244836, 155.18054904998073]"
200,"[180.34642458393017, 148.36457579997816, 147.9744712497152, 150.40398802438588, 152.27716247216054, 153.57887329655173, 154.1498097935711, 156.74120290038974, 159.95625567855868, 163.21540434784984, 167.6732508131753, 173.98888706095678]"
210,"[179.0075089221077, 148.85044334374246, 151.7860360804896, 156.3617736027507, 159.67373703254285, 161.30227544306604, 162.15171594590794, 162.91107821640782, 164.78280569013899, 168.77133339285302, 175.6534235721663, 185.44096501800564]"
220,"[181.25615411829492, 150.48056242389166, 149.93896275028686, 154.31061416755313, 154.6260606525024, 155.05851422939767, 152.3354816837306, 149.86530291243875, 148.21723885693382, 146.34348467908336, 148.9041052547121, 154.41661505267663]"
230,"[177.447860727328, 146.86473352846653, 146.50107283848484, 147.15844069946027, 145.07579339669746, 145.29320629185153, 145.07931148492125, 145.07392408574734, 144.94704034288267, 144.35373096561062, 144.7288992405257, 148.31883206767418]"
240,"[176.10321292497514, 146.2842041122092, 144.69146806706289, 145.6862304868907, 142.78466061858364, 140.4590533591284, 137.13617080550185, 135.25070814466653, 135.95764564138744, 137.29390700871096, 140.30173376231, 147.073350300952]"
