0,trainLoss,trainRMSE-avg,testRMSE-avg
1,250895.62,249.266,151.4266
2,164631.85,249.2701,151.4026
3,143693.33,249.285,151.4033
4,135223.07,249.2988,151.4199
5,130180.05,249.2982,151.4388
6,127030.12,249.3012,151.4516
7,125025.56,249.3014,151.4283
8,123726.97,249.3053,151.4335
9,122880.38,249.3059,151.4351
