iteration,trainRMSE
0,"[516.9973014984556, 522.1828718736868, 522.4015943179664, 522.5302934368736, 523.1934183346473, 523.7084337252275, 524.3406593338026, 525.2413404290922, 526.1515330009731, 526.9455927809546, 527.6485840961706, 528.1734560894199]"
10,"[490.7085240442895, 422.8161216538547, 411.31295610827095, 409.9850751559787, 410.1998193658285, 410.3304440283752, 410.49164902881927, 410.75895684510704, 410.9292663072063, 410.96605300784785, 410.98475498740254, 410.9665913449082]"
20,"[476.0934399793223, 384.5643962062554, 379.98983546987824, 379.6317556428743, 379.9919982098864, 380.12931935989985, 380.2575072123509, 380.50379202451705, 380.6783828622373, 380.7192615662206, 380.7433548626769, 380.74883172334916]"
30,"[462.3726537504605, 352.6619706205332, 348.884588375048, 347.6398040875575, 347.9220720373402, 348.00963749724156, 348.0473368974638, 348.19365950387544, 348.383143365924, 348.39659088847736, 348.41349399468874, 348.44183117816186]"
40,"[450.8017046918077, 326.06928395042166, 321.0155862225299, 319.56672710550794, 319.6098633726283, 319.62338613011667, 319.6690390971892, 319.7838169127522, 319.8816076783627, 319.9088139715091, 319.96385087792913, 320.0232528707748]"
50,"[431.4089102364517, 301.24139350292853, 296.15759688449214, 294.99142181000036, 295.18789438318277, 295.23592519071195, 295.27361472718474, 295.3819415965455, 295.4755818977634, 295.52666760566876, 295.63710235046466, 295.8103590148668]"
60,"[411.4089766410036, 276.2197348934078, 272.26887174090064, 271.50216020412586, 271.9964933109273, 271.24926214553676, 270.2771987701658, 270.20089821617626, 270.59976546173675, 270.64655550376426, 270.61067158972907, 271.2639241179492]"
70,"[397.9054969528694, 259.6266243501004, 253.89899458884213, 252.82736036393558, 252.7914173939987, 252.0362635218879, 251.55210434717492, 251.63506028289714, 251.86929884358355, 251.93687081877516, 252.1186480809589, 252.49485599615355]"
80,"[395.8788642063331, 253.93891463778493, 245.022813174643, 243.6085403239908, 243.11499985230057, 243.0405177482026, 242.95480611055987, 243.0917418723086, 243.03992502528504, 243.06130796250247, 243.3092906335016, 243.76049410675506]"
90,"[372.77521911397605, 242.9671719941433, 239.60417080419157, 237.69201005075033, 237.18265885068146, 236.91901596194197, 236.80742674711973, 236.89511398317225, 237.18467150988647, 237.53541865123557, 237.8046582903861, 238.10547549728398]"
100,"[357.54430774390755, 235.62790823043667, 236.31010514526002, 235.9660024511093, 235.5612419228179, 235.39263410819186, 235.61681339350702, 235.70924821490914, 235.51703157078228, 235.46127912167566, 235.44365500114384, 235.64855758308323]"
110,"[340.8150458320339, 227.4672584431319, 232.89055417749321, 233.6497443725599, 233.68593095559163, 233.51319223397314, 233.32491702987866, 233.1497863540172, 232.99674395573604, 233.41723852123147, 234.21496438554033, 235.1830319471269]"
120,"[326.5606745009872, 223.56872207860766, 232.3757654406611, 233.4601644639118, 232.819300584029, 232.13038324810867, 231.7632994050901, 231.60575031382254, 230.99823034127445, 230.57914836985898, 230.49459432845345, 231.52714305005685]"
130,"[314.34388502618276, 219.8315208366693, 230.20198058486423, 231.24000823695408, 230.43538461212452, 230.2172885477655, 230.62941795414775, 231.02221059783665, 230.95018755685734, 230.8964448237802, 231.15035944157293, 232.33976440649815]"
140,"[302.7207342112596, 215.39015283673618, 229.38947822344193, 230.41375101319537, 229.026288628924, 228.32279734801722, 228.42395875758723, 228.64649767802757, 227.9686333691901, 226.99002564822095, 227.43556426800876, 230.06757723943335]"
150,"[293.7245666360221, 211.0105859156744, 227.62875893980362, 228.5039078390212, 227.22497976563753, 226.55867994122934, 226.80844061962256, 226.9782862760757, 226.13572265696777, 225.5240494260081, 226.8998655976674, 231.13497857942983]"
160,"[284.93387372840533, 208.24671926941042, 225.62354991221355, 226.68983086027436, 224.64913775992, 222.84025513631207, 222.36971912306993, 221.8216008654715, 221.01613475101897, 222.17142816121245, 225.7058872862876, 231.71545476275608]"
