iteration,trainLoss,trainRMSE-avg
0,43902.46,209.53
10,36423.844,190.85
20,34378.883,185.41
30,33173.91,182.13
40,32889.105,181.35
50,32195.926,179.43
60,31322.861,176.97
70,30164.71,173.67
80,29642.75,172.16
90,29041.44,170.41
100,29078.016,170.47
110,28001.691,167.32
120,27352.96,165.37
130,26672.66,163.3
140,26199.566,161.83
150,25675.756,160.2
160,25937.451,161.02
170,25504.545,159.66
180,24750.617,157.27
190,24957.178,157.94
200,24122.387,155.25
210,24424.465,156.18
220,23028.55,151.68
230,23410.314,152.92
240,22495.564,149.92
250,22869.129,151.11
260,21725.055,147.29
270,22569.926,150.08
280,21159.98,145.35
290,20132.242,141.77
300,19392.805,139.13
310,19196.068,138.46
320,18542.775,136.09
330,17324.535,131.56
340,16666.857,129.04
350,16581.762,128.73
360,16083.005,126.77
370,15841.783,125.77
380,15640.599,125.02
390,14954.344,122.22
400,15139.453,122.97
410,14097.989,118.64
420,14464.918,120.24
430,14119.945,118.8
440,13110.411,114.43
450,13486.219,116.03
460,12795.066,113.06
470,12472.219,111.61
480,12639.408,112.37
490,11623.019,107.73
500,11370.386,106.55
510,11032.534,104.97
520,11622.971,107.74
530,11948.876,109.28
540,11145.003,105.52
550,10539.604,102.58
560,10311.535,101.47
570,10243.088,101.13
580,9711.702,98.46
590,9256.375,96.09
600,9311.352,96.4
610,9468.725,97.23
620,9094.722,95.26
630,9436.866,97.07
640,8677.857,93.04
650,8350.128,91.25
660,8451.653,91.81
670,8594.545,92.6
680,8451.027,91.81
690,8158.573,90.19
700,7902.7817,88.75
710,7655.5063,87.32
720,7665.864,87.4
730,7301.4536,85.26
740,7061.5654,83.83
750,6982.383,83.35
760,7735.2993,87.78
770,7229.654,84.85
780,6508.8296,80.44
790,6756.4717,81.99
800,6708.73,81.73
810,6845.1226,82.5
820,6303.3335,79.15
830,6199.412,78.47
840,6514.054,80.51
850,6391.646,79.7
860,6296.6577,79.11
870,6032.3203,77.41
880,6136.0645,78.09
890,5761.748,75.67
900,5745.289,75.52
910,5107.0586,71.09
920,4906.488,69.67
930,5598.3677,74.57
940,5015.0015,70.43
950,4843.031,69.22
960,4796.777,68.92
970,4348.867,65.51
980,5647.463,74.96
990,4669.0894,67.99
