0,trainLoss,trainRMSE-avg,testRMSE-avg
1,310683.53,269.0235,237.471
2,209414.91,269.025,237.4791
3,188805.37,269.0351,237.4615
4,182746.38,269.0399,237.4559
5,180163.44,269.0408,237.4669
6,178772.84,269.0378,237.4659
7,177948.85,269.0393,237.4816
8,177419.53,269.0365,237.4719
9,177052.88,269.035,237.4765
