0,trainLoss,trainRMSE-avg,testRMSE-avg
1,142476.01000000001,177.0284,145.1652
2,92883.050000000003,177.13390000000001,145.33369999999999
3,87807.449999999997,177.13759999999999,145.3758
4,86383.5,177.11429999999999,145.28299999999999
5,85704.839999999997,177.10720000000001,145.3203
6,85222.789999999994,177.10939999999999,145.3322
7,84810.539999999994,177.1097,145.339
8,84419.070000000007,177.10579999999999,145.26740000000001
9,84036.589999999997,177.10659999999999,145.3321
