0,trainLoss,trainRMSE-avg,testRMSE-avg
1,37392.26,86.4806,83.0316
2,23976.02,86.4828,83.056
3,21869.72,86.4821,83.0343
4,21441.67,86.4812,83.0313
5,21267.22,86.4809,83.0273
6,21157.76,86.4803,83.0124
7,21068.59,86.4807,83.0075
8,20986.83,86.4808,83.0117
9,20907.32,86.4805,83.0123
