iteration,trainLoss,trainRMSE-avg
0,3770.276,61.4
10,802.3154,28.32
20,788.2916,28.07
30,762.85,27.61
40,729.6226,26.99
50,696.79736,26.37
60,700.35065,26.42
70,699.96326,26.43
80,678.3038,26.0
90,660.7171,25.66
100,670.0295,25.84
110,660.43536,25.65
120,648.6325,25.43
130,640.63806,25.26
140,633.6169,25.11
150,626.9577,24.99
160,645.56036,25.35
170,618.8898,24.83
180,623.4791,24.92
190,616.9298,24.79
200,618.6859,24.81
210,620.178,24.85
220,617.0599,24.78
230,595.9238,24.36
240,609.1639,24.62
250,609.16785,24.62
260,588.3941,24.2
270,570.1983,23.83
280,557.42676,23.56
290,549.4354,23.39
300,552.19885,23.44
310,536.4822,23.1
320,545.62775,23.31
330,518.8904,22.73
340,558.02545,23.57
350,517.29016,22.69
360,514.4001,22.62
370,500.0768,22.31
380,488.52228,22.05
390,599.324,24.4
400,542.3026,23.2
410,526.8554,22.89
420,506.27518,22.45
430,485.47168,21.99
440,469.16647,21.62
450,484.71835,21.96
460,452.54425,21.24
470,450.43347,21.19
480,455.93658,21.32
490,456.234,21.32
500,464.28912,21.5
510,433.8108,20.8
520,487.18182,22.0
530,532.55194,23.0
540,489.85403,22.09
550,471.71405,21.67
560,473.76398,21.73
570,441.61932,20.98
580,418.67142,20.43
590,431.1513,20.73
600,422.02768,20.51
610,407.62415,20.16
620,420.88754,20.49
630,439.9331,20.93
640,510.81467,22.55
650,414.4829,20.33
660,392.43283,19.78
670,477.03955,21.75
680,390.6635,19.74
690,414.57977,20.32
700,406.46948,20.13
710,381.66702,19.5
720,395.29892,19.85
730,425.2747,20.57
740,377.56943,19.4
750,406.4106,20.12
760,374.84293,19.33
770,391.80054,19.77
780,380.17612,19.47
790,438.17194,20.89
800,374.94672,19.34
810,362.68097,19.02
820,397.72433,19.89
830,350.51413,18.7
840,358.62332,18.9
850,416.62384,20.38
860,344.99796,18.55
870,344.38193,18.54
880,355.96347,18.84
890,355.36267,18.82
900,373.47458,19.28
910,339.504,18.4
920,341.11288,18.44
930,343.38873,18.5
940,321.50128,17.91
950,403.12753,20.04
960,369.93015,19.19
970,349.27747,18.66
980,313.41806,17.68
990,333.8958,18.25
