iteration,trainRMSE
0,"[523.5529052073463, 522.3833561879661, 523.1139234538966, 523.8225725454655, 524.5968076681487, 525.0478453346825, 525.4648572053628, 525.9876760182343, 526.4963405437152, 526.9322644758804, 527.3391621285049, 527.5937784771121]"
10,"[414.6882848076885, 401.4753252968763, 400.324653537965, 400.29153039737224, 400.74527755600417, 400.95170054537255, 401.1456359239655, 401.4016556454129, 401.56859265519216, 401.6211424222984, 401.6598770707, 401.6521911425273]"
20,"[383.86256004568537, 375.3850238089805, 374.207652709443, 374.1623246911574, 374.59037246690616, 374.76316083467555, 374.9398408450158, 375.2094933679625, 375.39562133388483, 375.4847383722753, 375.5508486604244, 375.5676115898876]"
30,"[358.1560986436886, 348.50065967587614, 347.3551296569419, 347.35821769798423, 347.89124138523107, 348.05146449048635, 348.17122298965813, 348.41048212258374, 348.6067802810008, 348.7063530417444, 348.7819216290925, 348.81415939519854]"
40,"[331.4196294473394, 321.37225572391344, 319.9010224939038, 319.5366041235697, 319.96513965194947, 320.1259363105049, 320.26834185947524, 320.5112660240137, 320.6963874315351, 320.85518834796756, 320.9404152848923, 320.94883565064833]"
50,"[304.8510611062811, 294.9481026482986, 293.5888700965948, 293.14845221414225, 293.45127619233443, 293.6089095494865, 293.7726971110397, 293.98358051311754, 294.0389790652007, 294.142007286482, 294.2840804940586, 294.3388338576751]"
60,"[278.3004723085901, 270.04019563298, 269.78628266699155, 269.6564631566632, 270.00100794288585, 270.14473040571573, 270.34238319150745, 270.63969760751655, 270.73130084232326, 270.82725874479047, 270.9471760837063, 271.01093499532993]"
70,"[255.1189845448727, 245.83229897495104, 246.58934768354078, 248.80956610181568, 250.44064877514532, 251.19863650313914, 251.65567688896286, 252.05624482065576, 252.16486455254815, 252.25737168917533, 252.39106279643548, 252.49885473809215]"
80,"[241.3064960277465, 230.40168374967806, 223.64036300091095, 224.6429615960607, 230.28104973615663, 236.44662802419316, 240.92036468810264, 242.28552812102743, 242.1015989076536, 241.74049047862033, 241.24451677182086, 241.04548311795844]"
90,"[216.32425588005256, 210.06506736639648, 209.91124868975155, 213.99477095484053, 221.78396208297556, 228.26860164655295, 231.67976709957244, 233.6339390259917, 234.76243303127515, 235.55808533088432, 236.0580052508338, 236.2401711453014]"
100,"[213.95577959861865, 208.41953771963054, 204.00150853875752, 201.5586130788897, 205.4591005834124, 214.1816925817965, 223.7765719814302, 229.42788754729634, 231.44230150098784, 232.630846111422, 233.75518218501114, 234.46471639693607]"
110,"[206.8644850957017, 202.18001766286812, 199.93433821931546, 196.5647488301673, 198.07322050464828, 204.71478531062965, 214.32791924115782, 223.73626079445543, 228.56768816426685, 230.2182908123796, 231.61523201824338, 232.96449531432083]"
120,"[213.02423217127165, 208.5888757237957, 206.17576581554795, 201.84498732966412, 198.98915683028252, 201.26636353076964, 209.37365932025955, 218.92845208244756, 227.0696767625547, 230.88148611422164, 232.7051135949092, 233.8685191873741]"
130,"[196.57576812971817, 190.7013288742855, 189.0402280928438, 187.3631454328914, 191.93013748460157, 202.6374776357384, 215.571936814744, 225.32935331250283, 229.62278327392045, 232.22638883688546, 234.3249548372494, 235.9973063379871]"
140,"[196.39261139250624, 190.5095758331004, 187.33793309992785, 184.73072643488516, 187.44876069173245, 196.42962826557485, 208.61363980841494, 220.5021251495421, 227.76621974063042, 231.5048905020553, 233.98377341566442, 235.79842738897662]"
150,"[200.36086614708861, 197.10529943897285, 193.78201257832058, 188.69557672146325, 187.5056212526913, 191.08711813597938, 198.72332045568604, 209.38134389509955, 219.20339934215056, 224.6603140640651, 227.98267309048546, 230.29951426110097]"
160,"[201.42688084903145, 196.62807605195107, 191.66261853744484, 184.97156545571553, 182.06541096301882, 183.7687476241645, 191.93068846006219, 203.8862720662379, 216.63886647111636, 227.6615853847112, 232.94750342290862, 235.66156486819662]"
170,"[200.80006221426962, 200.07645540340815, 196.61184751685389, 191.76445097993167, 187.74742360835538, 187.33578474689858, 190.7409252118651, 199.42351101576722, 211.0858196633888, 223.24228266207476, 231.10777399638428, 234.49022427497022]"
180,"[194.55645867709063, 187.30818481898766, 182.59175033446866, 178.7927161853788, 180.65916862417004, 186.83568217666163, 196.7784871404772, 208.50068076814486, 220.1518838265548, 229.3846527698461, 233.90244358417786, 236.81200974015817]"
190,"[199.58265352738553, 199.24336565969716, 200.2393702451219, 195.1686487252837, 188.64549650756277, 185.8225556472847, 187.24406380437588, 191.6023843530234, 197.70736133255616, 206.64584761065922, 216.97131379251107, 226.69874121228827]"
200,"[198.29271644988907, 192.02919321900052, 191.0597325688779, 188.81525720994912, 187.59275876941476, 191.07399070135014, 197.756648997576, 206.19336898518227, 215.34212625861738, 224.62929272871835, 231.35987640813596, 234.603713144491]"
210,"[205.13848303152355, 199.4516552414919, 194.20991629687143, 189.870329828218, 188.82277478390628, 191.12212709340128, 195.3946322837501, 203.0465755805614, 213.35990481542055, 223.24567500693243, 229.4915779878356, 233.36119774448446]"
220,"[214.04530095393423, 203.901804763247, 195.77416630057616, 191.06062166540124, 192.173686492957, 195.7796080688433, 196.96532951390395, 198.7074485435621, 204.7871237893805, 214.21685233906854, 224.39641896569796, 233.33054476117877]"
230,"[202.868429047625, 197.96090638892372, 193.15974300688197, 190.15242425690832, 190.9171677377578, 195.32035805587674, 201.46622853930666, 208.92201854081847, 215.69796409931934, 222.461059917842, 228.47737247543097, 231.55031911067394]"
240,"[212.90635024605885, 214.18454317525092, 213.53786564956295, 212.00762402210924, 212.9799722510606, 214.1420023220709, 216.13343253504163, 219.10929644314086, 221.83505533065343, 222.77977777091814, 222.36740053500532, 221.21235308336549]"
250,"[214.64717709251684, 216.86004321771222, 214.9837405938868, 213.08662451452628, 214.62849091188076, 216.194005461001, 217.29004058810455, 216.1326952794056, 212.02123657336503, 208.29119122319742, 207.22930931344948, 209.38363172226235]"
260,"[203.5003763553183, 199.64639953664906, 194.61801443505448, 189.82189588904757, 187.53051265309455, 188.21903936140413, 191.66587676936413, 198.3136832943404, 207.33769779007966, 217.21232939161288, 226.46513373999036, 232.3362370358452]"
270,"[201.243278265669, 199.97822038824603, 196.26663735131245, 194.9594503755396, 199.53882504198825, 209.1111417211595, 216.65802732250182, 218.59202340405994, 218.0146623957734, 216.27771155494938, 215.95721117172639, 216.41158731824606]"
