iteration,trainRMSE
0,"[633.921187526687, 633.9436181034697, 633.9636408985798, 633.9714110683148, 634.0091914523956, 634.017278066962, 634.0305418954695, 634.0693374539235, 634.0827470407474, 634.0850322432904, 634.1225604358481, 634.1143989712706]"
30,"[585.2055171868257, 584.4407587470503, 584.3179419273813, 584.2887550055135, 584.2963322685393, 584.2823447587424, 584.2716546432106, 584.2803734487982, 584.2699293653369, 584.2498257871764, 584.2641711933845, 584.2473815859486]"
60,"[544.3082668774695, 543.1023943581557, 542.9165988459712, 542.8836424885761, 542.8889427611406, 542.8803056662241, 542.8738371136208, 542.8807591106429, 542.8750236132034, 542.8619565805151, 542.87327000344, 542.8622281452791]"
90,"[496.5067441482101, 495.0858167317688, 494.86892992207436, 494.8359777265666, 494.83683853006283, 494.83571834467233, 494.83535002900635, 494.83912824151344, 494.84062220446543, 494.8385652167666, 494.84498723996313, 494.84298085638443]"
120,"[449.90761705453656, 448.7637875003448, 448.59171305141945, 448.57146169181, 448.56722731340665, 448.5775956700088, 448.58640393800175, 448.58536157799585, 448.59762921063134, 448.6121060897501, 448.6110213201322, 448.62259253181867]"
150,"[418.9911460718493, 418.60890901027705, 418.5551735538189, 418.57331804025586, 418.574374314154, 418.60442579785285, 418.6268399714133, 418.6194480761461, 418.64624080180727, 418.68313500202623, 418.67156604411656, 418.7015375355599]"
180,"[415.6067797372106, 415.57903795432657, 415.57719063685875, 415.5927514581515, 415.5801302704797, 415.61219545141466, 415.63816347096235, 415.62775807814313, 415.65994764676685, 415.70545019989135, 415.6897048907857, 415.72678620067114]"
210,"[412.35988419037875, 413.3246043395379, 413.4810331070433, 413.68785519674145, 413.85775261299676, 414.0164385513231, 414.1769888508935, 414.38844131555743, 414.8696798754294, 415.41863089668755, 415.6248466832177, 415.7105373069663]"
240,"[397.8947526931471, 385.4485695285608, 384.0128298071305, 384.04500065637245, 384.5248359380656, 385.1972747819567, 385.58343810152815, 385.92607394609286, 386.29998070690414, 386.45654022014884, 387.1294636187784, 387.36739162556967]"
270,"[345.60492851937346, 347.82793877704927, 350.31861489500096, 354.1728153571943, 355.46751682262914, 357.54403772443743, 358.5993920018057, 359.6664008558732, 361.2868038332048, 362.31061976994266, 363.72762133594154, 364.64766670862946]"
300,"[319.79707646814626, 323.008265749339, 326.0279488835074, 329.6474725679803, 332.81989463074694, 335.7158184273401, 337.6728121267539, 338.90250351547064, 340.39277839855765, 341.35896271787027, 343.4537525734182, 344.8315790071607]"
330,"[293.72098474970176, 301.17892667042884, 304.9178596888142, 309.92639842000165, 314.2741172463152, 318.743600381557, 322.68812677967514, 325.19651276541896, 327.3057192859819, 328.19663209070353, 331.2405069996246, 333.2372226539426]"
360,"[279.8829584267126, 286.80174313310584, 290.4341716438179, 296.33481356788076, 300.1686953773463, 304.3639173720873, 308.79798620725614, 310.04248319312654, 311.537106107084, 313.51940870836705, 316.79993667436986, 319.2408905474824]"
390,"[272.0755940661544, 280.8351645287749, 285.0880753652258, 289.1018323596343, 293.54670846114874, 298.84930399775, 303.5091651388272, 305.5003643687515, 307.3633714786672, 309.1722119341286, 311.9710760028729, 314.29276903695336]"
420,"[265.8057496553693, 274.4537100364079, 280.451641596221, 289.6028094765777, 294.6989266488595, 298.68815139854445, 302.40453079332156, 303.7210804380316, 304.8616960550917, 307.3605523576015, 310.008529735047, 310.6377999563776]"
450,"[259.82267409936253, 269.3270488258455, 275.8601991561844, 283.2664932769628, 289.6606592200186, 295.4511102191613, 299.29241930197423, 302.3596862782361, 305.315867055675, 306.5263076179339, 309.14775086202593, 310.3101980429282]"
