0,trainLoss,trainRMSE-avg,testRMSE-avg
1,142763.01,185.377,153.7253
2,93005.06,185.5009,153.9316
3,86791.78,185.459,153.767
4,84924.62,185.4628,153.806
5,83935.67,185.4618,153.8159
6,83219.57,185.4537,153.8164
7,82622.85,185.4547,153.7726
8,82086.62,185.4608,153.843
9,81558.15,185.4554,153.7627
