iteration,trainLoss,trainRMSE-avg
0,3579.008,59.8
10,733.1406,26.99
20,676.9553,25.95
30,650.52936,25.42
40,623.0257,24.86
50,605.85333,24.53
60,577.2467,23.95
70,567.54254,23.75
80,556.72125,23.52
90,569.64185,23.78
100,550.52,23.39
110,525.23425,22.86
120,504.29068,22.4
130,554.91565,23.48
140,483.89783,21.95
150,499.9755,22.3
160,468.7283,21.61
170,435.09897,20.84
180,431.28815,20.73
190,408.13333,20.18
200,389.35938,19.71
210,374.84335,19.34
220,358.206,18.91
230,345.7122,18.57
240,329.76648,18.14
250,331.354,18.18
260,310.1404,17.59
270,293.6352,17.12
280,291.78064,17.07
290,271.24118,16.45
300,302.9758,17.39
310,266.94305,16.32
320,275.72903,16.59
330,260.84024,16.13
340,247.6212,15.71
350,240.42447,15.49
360,244.41463,15.62
370,227.32487,15.06
380,243.06781,15.57
390,216.28856,14.68
400,206.52081,14.34
410,216.45499,14.69
420,224.35622,14.96
430,202.41068,14.21
440,185.50827,13.59
450,181.19533,13.43
460,198.57928,14.07
470,202.2363,14.2
480,175.90387,13.23
490,162.0581,12.7
500,160.81699,12.65
510,160.36438,12.63
520,141.39293,11.84
530,142.52507,11.89
540,143.51746,11.94
550,155.84053,12.45
560,141.86267,11.87
570,127.90469,11.25
580,119.37542,10.86
590,118.79273,10.83
600,115.554054,10.69
610,110.339745,10.44
620,101.19093,9.98
630,102.485725,10.05
640,125.49679,11.16
650,97.70314,9.81
660,102.58435,10.05
670,94.2249,9.63
680,81.08378,8.89
690,80.65654,8.87
700,75.38818,8.56
710,72.17255,8.36
720,75.35518,8.58
730,75.47444,8.58
740,87.71548,9.3
750,86.999214,9.26
760,67.63819,8.1
770,62.333294,7.76
780,55.794827,7.32
790,50.068554,6.87
800,80.52116,8.86
810,79.200836,8.83
820,62.32641,7.77
830,61.54826,7.72
840,51.528763,7.04
850,48.74139,6.82
860,46.9381,6.69
870,47.751804,6.78
880,50.911404,7.01
890,41.156544,6.26
900,40.59374,6.21
910,37.002,5.92
920,32.692997,5.51
930,51.90219,7.08
940,38.76783,6.09
950,38.8613,6.08
960,28.620739,5.13
970,28.840157,5.16
980,24.642555,4.71
990,43.287743,6.47
