iteration,trainRMSE
0,"[210.4013443377443, 210.4118975561885, 210.42132417167943, 210.13867295500657, 210.1382695591246, 210.13475488279065, 210.11748047494706, 210.0642381761999, 210.0145846616286, 210.0030015297718, 209.9960400980405, 210.00537513126932]"
10,"[198.4399968889176, 186.227520522848, 184.61384791561295, 184.11057093748673, 184.0526972354973, 184.03385384795595, 184.02165107397119, 184.00832333200972, 184.00648958633104, 184.01663536855102, 184.01115349681334, 184.0096714120384]"
20,"[191.59281093244496, 181.04596124812062, 181.28785391919698, 181.4625689944821, 181.612118541258, 181.65261683256014, 181.69305147396955, 181.69804047161003, 181.70476948379712, 181.74967038191193, 181.77723272661703, 181.79886345447463]"
30,"[183.8452369834103, 178.57597555359825, 179.8638322915166, 180.43811930367872, 180.8159890211889, 180.96349485203692, 181.0744893861281, 181.16740405263815, 181.10297771908898, 180.84868442120822, 180.9477083708156, 180.86100086586492]"
40,"[180.81134741525472, 177.32759128718962, 178.0262259220218, 178.76906603498935, 179.18483381893157, 179.21891724148745, 178.98653741674207, 179.0889435001643, 179.13796041866277, 178.78517356892067, 179.16595848535627, 179.21795663039686]"
50,"[177.57013017498795, 175.09357029320464, 175.8131400390406, 176.54324382200093, 176.43859586350544, 175.93906198129565, 174.90575585293365, 174.86386292298056, 175.39502140078474, 175.88651406600533, 177.32113438124046, 178.39348831933393]"
60,"[175.0363584883461, 172.9583317977855, 173.36341402812747, 174.02048261743064, 173.4803407828301, 172.30437651572745, 170.96562629694185, 171.3906264307217, 173.05270007720242, 174.59734321945587, 177.13317305401335, 179.25521865147232]"
70,"[173.40519495698308, 171.59009676831417, 172.26263654244173, 172.89132447029795, 172.36000236243208, 171.06270291243936, 169.14608966113042, 169.03579751110547, 170.46359865453658, 171.90057925499798, 174.61787030168117, 176.99769082503343]"
80,"[172.3115652112939, 169.52965986317744, 170.3058078409591, 171.04395864532768, 170.68644562019517, 169.4581106658216, 167.24390534500128, 166.8875189603344, 168.2392238114087, 170.43619302502597, 173.50109358537296, 176.55725564290188]"
90,"[171.49811432691362, 168.64598492055606, 169.21104771187217, 169.74869638777045, 169.183221279663, 167.85135618679607, 165.11196022862137, 164.84240466476538, 165.83856495314245, 168.2506661111402, 170.93240236208584, 173.8602029330495]"
100,"[170.69893548475665, 167.55766754019436, 167.94179331695355, 167.8467461090004, 167.0428666071617, 166.081855543842, 164.33224166918748, 163.8428400357336, 164.6128810736523, 166.6273218125432, 169.57780664861428, 172.78587886474432]"
110,"[170.1250825196478, 166.26708874202586, 165.97415310245447, 165.6312057094817, 164.6947634799181, 163.89694745820634, 161.89547329523546, 161.55862456660597, 162.53401552311684, 164.95324934386454, 167.89264879228628, 171.28013016794614]"
120,"[169.4609657441965, 166.46764494619288, 166.96704853881147, 167.31059392927645, 167.48259909482985, 166.72583640425634, 164.38751319639368, 163.33485618682255, 164.44612424840545, 166.73661261836065, 169.29794910894495, 172.39760931400446]"
130,"[168.9954200376515, 164.92821871156355, 164.41091597933263, 163.95027662965302, 163.0905923424674, 162.30330292754766, 160.73518988035144, 160.2043327014985, 161.23357776043431, 164.1012641395783, 167.38171146599234, 171.0062418774912]"
140,"[168.337271784045, 164.57032769306826, 163.98292424148323, 163.65389584289187, 163.66682934434448, 163.02606478835503, 160.64158160683422, 159.97323265709204, 160.11185307025966, 162.00940274798333, 163.98536883658437, 165.8826842743485]"
150,"[167.75682906913786, 164.04190328065386, 162.92736816837973, 162.0236060846371, 161.43091474832417, 160.40006917539705, 158.6779545144572, 157.9563940732432, 158.06247761837312, 160.60393805554344, 162.31611063332127, 164.44575690280266]"
160,"[166.44162785967058, 162.27219365291586, 160.79478738061565, 159.89579773597958, 159.0930916521825, 158.34601296207518, 157.11122393144393, 157.00836435061115, 157.37309147590338, 160.0686729113117, 163.43514477712802, 166.60780868993623]"
170,"[165.713656732647, 161.77180383198117, 159.42765306066855, 157.4936117661838, 156.6792291562562, 155.95004669617313, 154.7347890485715, 154.858581309536, 155.04653209776205, 156.7698348274435, 159.01411353568562, 161.43824417365187]"
180,"[164.9056161165478, 160.42483959914554, 157.8844141450133, 155.83739988140002, 154.87763058925864, 153.82264975420378, 152.6706315969623, 152.35224754694474, 152.01578625601624, 154.96890748975795, 157.14695351235332, 161.153366153729]"
190,"[164.10433554075624, 159.36418491203085, 156.03748310150243, 153.88355833812642, 152.69984502394007, 151.54145947100562, 150.4973372329522, 150.51637644672033, 149.63407737216744, 151.9013975436371, 155.20545078709517, 158.76352500121195]"
200,"[163.4806635733287, 158.29023968424306, 155.90308014550368, 155.0744136251623, 154.87303841163674, 153.7549721441635, 152.5810868910155, 152.41413785115972, 152.73978310578698, 154.30304491344498, 157.78650693607958, 161.77776732817242]"
210,"[162.01188515913273, 157.42203109237016, 153.4870796786083, 150.6354524390845, 150.50533018489165, 151.04499569069273, 150.13609190288744, 149.6135168510928, 148.2059008577586, 150.00153889761597, 152.59124370539413, 155.27050869887597]"
220,"[161.43108717937415, 155.15982857052745, 151.2427565285085, 148.8382321048834, 148.06092846747003, 147.1140880317932, 146.8221305991319, 145.79761901873638, 145.1156082675597, 147.31481371266182, 150.54922667902045, 154.12763181737694]"
