0,trainLoss,trainRMSE-avg,testRMSE-avg
1,281601.66,270.8392,122.171
2,249593.64,270.9355,122.6556
3,235313.98,270.9342,122.6884
4,227857.7,270.9543,122.7533
5,223914.62,270.9478,122.7942
6,221756.12,270.876,122.6778
7,220558.52,270.8536,122.641
8,219882.84,270.8399,122.6027
9,219488.44,270.8367,122.5603
