iteration,trainLoss,trainRMSE-avg
0,402162.7,634.16
10,351576.03,592.84
20,330672.88,574.86
30,308167.06,554.81
40,283839.78,532.25
50,258975.34,508.13
60,236683.88,485.55
70,216203.58,463.84
80,198803.9,444.73
90,183792.58,427.97
100,174606.06,417.43
110,167848.02,409.34
120,161511.53,401.55
130,158163.17,397.41
140,150197.89,387.23
150,141662.77,376.01
160,134164.11,365.82
170,127879.04,357.05
180,123079.87,350.26
190,120472.67,346.46
200,114093.91,337.04
210,109989.35,330.8
220,108015.77,327.77
230,105564.31,324.06
240,104778.12,322.83
250,103265.484,320.47
260,100498.75,316.04
270,99940.39,315.21
280,97901.05,311.86
290,97438.38,311.07
300,94400.336,306.19
310,93676.96,304.91
320,92449.1,302.92
330,90655.195,300.03
340,91709.86,301.83
350,95417.13,307.57
360,87585.53,294.88
370,87048.06,294.04
380,85943.24,292.16
390,84987.68,290.55
400,88261.766,296.2
410,85012.76,290.65
420,85135.64,290.85
430,82191.69,285.76
440,82449.81,286.18
450,89903.4,298.88
460,86748.32,293.63
470,83656.445,288.35
480,83109.78,287.44
490,84423.336,289.61
500,83524.95,288.21
510,84101.945,289.1
520,81182.42,284.13
530,80070.47,282.17
540,90182.52,299.05
550,82175.195,285.85
560,82118.664,285.82
570,86642.21,293.33
580,82048.08,285.66
590,80701.65,283.31
600,81573.695,284.84
610,80880.734,283.7
620,84831.36,290.57
630,81530.66,284.78
640,81075.89,283.98
650,81162.71,284.03
660,79960.414,281.97
670,79338.71,280.86
680,79423.72,281.05
690,79998.62,282.08
700,82833.164,287.02
710,80457.76,283.0
720,80529.766,283.0
730,82936.17,287.09
740,78535.086,279.48
750,78726.555,279.85
760,78931.625,280.19
770,80826.984,283.49
780,80542.97,283.14
790,79139.81,280.6
800,78033.42,278.65
810,79037.03,280.47
820,78443.805,279.35
830,79280.5,280.86
840,82196.97,285.79
850,78173.734,278.86
860,83469.23,288.07
870,77959.42,278.53
880,78538.32,279.62
890,78699.414,279.84
900,79954.72,281.99
910,78859.63,280.07
920,83970.58,288.95
930,79401.37,281.14
940,79769.02,281.78
950,77573.6,277.9
960,78117.11,278.81
970,78983.0,280.34
980,78669.85,279.87
990,76744.586,276.45
